"Participant","Experiment","Order","Condition","Item","Response","Accuracy","RT","VerbWord","VerbType","L1","OtherLg","Age","Gender","Hand","Group","RespNum","Grammatical","Attractor","Label","Distance","Subject","Verb","Match","NewCond","List","Education","YearsInGermany","AoATurkish","AoAGerman","FqTurkish","FqGerman","FqOther","LengthTurkish","LengthGerman","ContextTurkish","ContextGerman","SelfRateTurkishListening","SelfRateTurkishSpeaking","SelfRateTurkishReading","SelfRateTurkishWriting","SelfRateGermanListening","SelfRateGermanSpeaking","SelfRateGermanReading","SelfRateGermanWriting","SelfRateTurkish","SelfRateGerman"
"M39","online",38,"d","16","no",1,643,"yell","unergative","türkce","fransizca",21,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M39","online",39,"c","39","no",1,645,"grow","unaccusative","türkce","fransizca",21,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M39","online",23,"c","3","no",1,770,"walk_away","unergative","türkce","fransizca",21,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M39","online",44,"b","30","yes",1,473,"get_hungry","unaccusative","türkce","fransizca",21,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",55,"c","15","yes",0,722,"call","transitive","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",15,"a","25","yes",1,816,"sit","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",24,"b","30","yes",1,738,"get_hungry","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",25,"a","5","yes",1,736,"cry","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",34,"c","31","yes",0,1051,"rejoice","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",47,"c","35","yes",0,848,"wake_up","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",49,"d","16","yes",0,1048,"yell","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",21,"d","8","no",1,598,"sleep","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",16,"c","23","no",1,1004,"shut_up","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",17,"b","38","yes",1,801,"get_lost","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",58,"d","40","yes",0,519,"grow_taller","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",59,"b","18","yes",1,441,"talk","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",62,"d","24","yes",0,768,"be_late","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",63,"b","14","yes",1,473,"wander","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",4,"a","13","yes",1,1534,"become_angry","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",40,"a","9","yes",1,800,"go_to_bed","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",8,"b","22","yes",1,1782,"have_fun","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",6,"c","27","no",1,1439,"become_late","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",64,"a","21","yes",1,409,"die","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",56,"a","29","yes",1,440,"be_cold","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",20,"c","3","yes",0,909,"walk_away","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",13,"c","11","no",1,722,"walk_around","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",38,"a","1","yes",1,519,"jump","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",42,"d","4","yes",0,863,"laugh","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",68,"a","17","yes",1,441,"behave","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",32,"b","6","yes",1,816,"get_bored","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",33,"a","37","yes",1,708,"turn_pale","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",29,"b","2","yes",1,581,"faint","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",67,"b","26","yes",1,440,"escape","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",26,"c","7","no",1,661,"loose_weight","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",46,"c","39","no",1,644,"grow","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",76,"d","28","yes",0,629,"get_sick","unaccusative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",30,"d","32","yes",0,799,"lie_down","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",44,"d","20","yes",0,878,"drink","transitive","türkce","ingilizce/korece",18,"female","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",69,"b","34","yes",1,721,"get_up","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",71,"b","10","yes",1,659,"run","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",72,"d","36","no",1,691,"walk","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",27,"d","12","no",1,723,"emerge","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M4","online",54,"c","19","no",1,1221,"work","unergative","türkce","ingilizce/korece",18,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",60,"d","36","no",1,427,"walk","unergative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",75,"d","28","no",1,643,"get_sick","unaccusative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",54,"a","21","yes",1,487,"die","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",51,"a","37","yes",1,503,"turn_pale","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",33,"a","25","yes",1,596,"sit","unergative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",62,"c","3","no",1,832,"walk_away","unergative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",66,"b","22","yes",1,520,"have_fun","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",27,"a","33","yes",1,393,"struggle","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",79,"a","5","yes",1,549,"cry","unergative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",18,"b","2","yes",1,426,"faint","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",42,"a","9","yes",1,254,"go_to_bed","unergative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",11,"b","10","yes",1,800,"run","unergative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",38,"c","19","no",1,800,"work","unergative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",8,"c","27","no",1,691,"become_late","unaccusative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",63,"c","23","no",1,706,"shut_up","unergative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",59,"b","30","yes",1,753,"get_hungry","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",12,"d","4","no",1,877,"laugh","unergative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",10,"d","12","no",1,1081,"emerge","unergative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",17,"c","11","no",1,783,"walk_around","unergative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",31,"a","17","yes",1,487,"behave","unergative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",46,"b","18","yes",1,456,"talk","unergative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",19,"b","38","yes",1,474,"get_lost","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",9,"b","26","yes",1,520,"escape","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",7,"d","24","no",1,1362,"be_late","unaccusative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",52,"a","1","yes",1,487,"jump","unergative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",74,"c","35","yes",0,816,"wake_up","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",34,"c","31","no",1,861,"rejoice","unaccusative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",15,"c","7","yes",0,705,"loose_weight","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",55,"d","8","no",1,925,"sleep","unergative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",56,"b","14","yes",1,425,"wander","unergative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",20,"d","20","no",1,877,"drink","transitive","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",6,"c","39","no",1,660,"grow","unaccusative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",32,"a","13","yes",1,566,"become_angry","unergative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",67,"d","40","yes",0,1438,"grow_taller","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",73,"c","15","yes",0,675,"call","transitive","türkce","ingilizce",20,"female","right","monolingual",1,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",5,"a","29","yes",1,408,"be_cold","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",4,"d","16","no",1,1316,"yell","unergative","türkce","ingilizce",20,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",72,"b","6","yes",1,566,"get_bored","unaccusative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M40","online",71,"b","34","yes",1,612,"get_up","unergative","türkce","ingilizce",20,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M41","online",76,"c","22","no",1,456,"have_fun","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M41","online",33,"d","7","no",1,1347,"loose_weight","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M41","online",30,"a","4","yes",1,599,"laugh","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M41","online",77,"a","40","yes",1,566,"grow_taller","unaccusative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M41","online",11,"c","18","no",1,875,"talk","unergative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M41","online",27,"b","29","yes",1,425,"be_cold","unaccusative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
