"Participant","Experiment","Order","Condition","Item","Response","Accuracy","RT","VerbWord","VerbType","L1","OtherLg","Age","Gender","Hand","Group","RespNum","Grammatical","Attractor","Label","Distance","Subject","Verb","Match","NewCond","List","Education","YearsInGermany","AoATurkish","AoAGerman","FqTurkish","FqGerman","FqOther","LengthTurkish","LengthGerman","ContextTurkish","ContextGerman","SelfRateTurkishListening","SelfRateTurkishSpeaking","SelfRateTurkishReading","SelfRateTurkishWriting","SelfRateGermanListening","SelfRateGermanSpeaking","SelfRateGermanReading","SelfRateGermanWriting","SelfRateTurkish","SelfRateGerman"
"M10","online",33,"d","22","no",1,972,"have_fun","unaccusative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",49,"a","11","yes",1,1346,"walk_around","unergative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",50,"a","19","yes",1,441,"work","unergative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",11,"d","2","no",1,801,"faint","unaccusative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",46,"c","13","no",1,1377,"become_angry","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",66,"d","38","no",1,550,"get_lost","unaccusative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",3,"d","6","no",1,1235,"get_bored","unaccusative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",7,"c","25","no",1,971,"sit","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",28,"b","20","no",0,830,"drink","transitive","türkce","ingilizce",19,"female","right","monolingual",0,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",9,"d","18","no",1,505,"talk","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",6,"a","31","yes",1,628,"rejoice","unaccusative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",69,"c","17","no",1,316,"behave","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",63,"b","16","yes",1,1112,"yell","unergative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",24,"b","28","no",0,1628,"get_sick","unaccusative","türkce","ingilizce",19,"female","right","monolingual",0,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",14,"a","3","yes",1,1488,"walk_away","unergative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",25,"b","40","no",0,1237,"grow_taller","unaccusative","türkce","ingilizce",19,"female","right","monolingual",0,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",13,"b","36","no",0,1283,"walk","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",57,"c","1","no",1,550,"jump","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",74,"a","23","yes",1,519,"shut_up","unergative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",17,"d","34","no",1,845,"get_up","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",62,"a","39","yes",1,1097,"grow","unaccusative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",12,"c","5","no",1,1051,"cry","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",36,"c","37","no",1,1175,"turn_pale","unaccusative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",39,"c","21","no",1,379,"die","unaccusative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",73,"d","26","yes",0,1160,"escape","unaccusative","türkce","ingilizce",19,"female","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",51,"c","29","no",1,346,"be_cold","unaccusative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",72,"b","8","yes",1,487,"sleep","unergative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",60,"a","27","yes",1,472,"become_late","unaccusative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",43,"b","24","yes",1,473,"be_late","unaccusative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",58,"d","14","no",1,784,"wander","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",41,"a","35","yes",1,784,"wake_up","unaccusative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",52,"a","15","yes",1,410,"call","transitive","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",53,"d","10","no",1,1267,"run","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",54,"b","32","no",0,566,"lie_down","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",59,"a","7","yes",1,1190,"loose_weight","unaccusative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",30,"c","33","no",1,970,"struggle","unaccusative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",27,"b","4","yes",1,831,"laugh","unergative","türkce","ingilizce",19,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M10","online",29,"c","9","no",1,738,"go_to_bed","unergative","türkce","ingilizce",19,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",4,"d","15","yes",0,1892,"call","transitive","türkce","ingilizce",20,"male","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",44,"c","38","no",1,1252,"get_lost","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",62,"b","21","yes",1,830,"die","unaccusative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",55,"d","23","yes",0,1672,"shut_up","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",49,"b","25","yes",1,986,"sit","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",58,"b","5","yes",1,598,"cry","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",20,"b","9","yes",1,1207,"go_to_bed","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",33,"a","20","no",0,1331,"drink","transitive","türkce","ingilizce",20,"male","right","monolingual",0,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",77,"c","26","no",1,1158,"escape","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",70,"d","19","yes",0,955,"work","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",71,"d","39","yes",0,939,"grow","unaccusative","türkce","ingilizce",20,"male","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",19,"b","33","yes",1,785,"struggle","unaccusative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",61,"c","2","no",1,1268,"faint","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",34,"c","10","no",1,1707,"run","unergative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",13,"a","4","yes",1,832,"laugh","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",36,"b","37","yes",1,1705,"turn_pale","unaccusative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",42,"a","28","yes",1,598,"get_sick","unaccusative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",43,"c","34","no",1,1065,"get_up","unergative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",18,"c","6","no",1,1705,"get_bored","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",16,"a","36","yes",1,847,"walk","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",28,"a","16","yes",1,956,"yell","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",12,"b","17","yes",1,1298,"behave","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",64,"b","1","yes",1,629,"jump","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",51,"d","27","no",1,1204,"become_late","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",24,"c","30","no",1,739,"get_hungry","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",35,"d","11","yes",0,1735,"walk_around","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",68,"a","24","yes",1,939,"be_late","unaccusative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",50,"c","22","no",1,1750,"have_fun","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",80,"a","32","yes",1,722,"lie_down","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",52,"d","35","no",1,692,"wake_up","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",54,"d","31","yes",0,676,"rejoice","unaccusative","türkce","ingilizce",20,"male","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",48,"d","3","yes",0,986,"walk_away","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",7,"c","14","no",1,736,"wander","unergative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",10,"b","29","yes",1,1189,"be_cold","unaccusative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",25,"a","12","yes",1,1533,"emerge","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",26,"d","7","no",1,848,"loose_weight","unaccusative","türkce","ingilizce",20,"male","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M11","online",2,"b","13","yes",1,770,"become_angry","unergative","türkce","ingilizce",20,"male","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",73,"a","31","yes",1,395,"rejoice","unaccusative","türkce","ingilizce/italyanca",21,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",69,"d","2","no",1,580,"faint","unaccusative","türkce","ingilizce/italyanca",21,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",28,"c","1","no",1,1314,"jump","unergative","türkce","ingilizce/italyanca",21,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",66,"d","22","no",1,580,"have_fun","unaccusative","türkce","ingilizce/italyanca",21,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",49,"b","32","yes",1,551,"lie_down","unergative","türkce","ingilizce/italyanca",21,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",68,"b","4","yes",1,500,"laugh","unergative","türkce","ingilizce/italyanca",21,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",15,"b","40","yes",1,986,"grow_taller","unaccusative","türkce","ingilizce/italyanca",21,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",26,"b","16","yes",1,519,"yell","unergative","türkce","ingilizce/italyanca",21,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",17,"b","8","yes",1,629,"sleep","unergative","türkce","ingilizce/italyanca",21,"female","right","monolingual",1,"grammatical","plural","Gram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",72,"d","10","no",1,723,"run","unergative","türkce","ingilizce/italyanca",21,"female","right","monolingual",0,"ungrammatical","plural","Ungram pl attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",48,"a","19","yes",1,972,"work","unergative","türkce","ingilizce/italyanca",21,"female","right","monolingual",1,"grammatical","singular","Gram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",77,"c","5","no",1,489,"cry","unergative","türkce","ingilizce/italyanca",21,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M13","online",67,"c","9","no",1,846,"go_to_bed","unergative","türkce","ingilizce/italyanca",21,"female","right","monolingual",0,"ungrammatical","singular","Ungram sg attr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
