"subj","RT","cond","Attractor","Grammaticality","Accuracy","Response","Experiment"
1,1.09723615646,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,1.49548411369,2,"Plural","Grammatical",1,1,"Experiment 1"
1,0.981595993042,1,"Singular","Grammatical",1,1,"Experiment 1"
1,0.831157922745,1,"Singular","Grammatical",1,1,"Experiment 1"
1,1.31404399872,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,1.13114690781,1,"Singular","Grammatical",1,1,"Experiment 1"
1,1.18130087852,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,1.34894704819,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,0.997267961502,1,"Singular","Grammatical",1,1,"Experiment 1"
1,0.863768815994,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,0.84562420845,1,"Singular","Grammatical",1,1,"Experiment 1"
1,0.999087810516,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,1.16407394409,1,"Singular","Grammatical",1,1,"Experiment 1"
1,1.78034901619,1,"Singular","Grammatical",1,1,"Experiment 1"
1,1.43121910095,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,1.03123688698,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,0.81418800354,2,"Plural","Grammatical",1,1,"Experiment 1"
1,1.5127799511,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,1.41409707069,2,"Plural","Grammatical",0,0,"Experiment 1"
1,1.13076591492,4,"Plural","Ungrammatical",0,1,"Experiment 1"
1,0.747568845749,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,2.53267502785,1,"Singular","Grammatical",0,0,"Experiment 1"
1,2.21674108505,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,0.930694818497,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,1.94768500328,3,"Singular","Ungrammatical",0,1,"Experiment 1"
1,2.11540389061,2,"Plural","Grammatical",0,0,"Experiment 1"
1,1.01286792755,4,"Plural","Ungrammatical",0,1,"Experiment 1"
1,1.07863903046,1,"Singular","Grammatical",0,0,"Experiment 1"
1,1.51495504379,2,"Plural","Grammatical",1,1,"Experiment 1"
1,0.697618961334,2,"Plural","Grammatical",1,1,"Experiment 1"
1,1.08042407036,1,"Singular","Grammatical",0,0,"Experiment 1"
1,1.48197007179,1,"Singular","Grammatical",1,1,"Experiment 1"
1,0.879998922348,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,2.39961600304,3,"Singular","Ungrammatical",0,1,"Experiment 1"
1,1.01437282562,2,"Plural","Grammatical",1,1,"Experiment 1"
1,1.5818529129,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,1.2804338932,2,"Plural","Grammatical",1,1,"Experiment 1"
1,0.881079912186,3,"Singular","Ungrammatical",0,1,"Experiment 1"
1,1.11335492134,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,1.49789404869,3,"Singular","Ungrammatical",1,0,"Experiment 1"
1,1.16445803642,4,"Plural","Ungrammatical",0,1,"Experiment 1"
1,0.913172006607,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,1.12997698784,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,0.796365022659,1,"Singular","Grammatical",1,1,"Experiment 1"
1,0.664506912231,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,0.829624891281,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,1.21471881866,3,"Singular","Ungrammatical",0,1,"Experiment 1"
1,1.34762215614,4,"Plural","Ungrammatical",0,1,"Experiment 1"
1,2.13087487221,1,"Singular","Grammatical",1,1,"Experiment 1"
1,1.83241915703,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,0.613955974579,1,"Singular","Grammatical",1,1,"Experiment 1"
1,0.796051979065,4,"Plural","Ungrammatical",1,0,"Experiment 1"
1,1.41607904434,2,"Plural","Grammatical",1,1,"Experiment 1"
1,0.945853948593,2,"Plural","Grammatical",1,1,"Experiment 1"
1,2.18131804466,2,"Plural","Grammatical",0,0,"Experiment 1"
1,1.83134889603,2,"Plural","Grammatical",1,1,"Experiment 1"
1,0.864546060562,1,"Singular","Grammatical",1,1,"Experiment 1"
1,0.831196069717,2,"Plural","Grammatical",1,1,"Experiment 1"
1,0.815091133118,2,"Plural","Grammatical",1,1,"Experiment 1"
10,0.781087875366,3,"Singular","Ungrammatical",1,0,"Experiment 1"
10,1.2980158329,2,"Plural","Grammatical",1,1,"Experiment 1"
10,0.948245048523,3,"Singular","Ungrammatical",1,0,"Experiment 1"
10,1.19887018204,2,"Plural","Grammatical",0,0,"Experiment 1"
10,1.56375193596,1,"Singular","Grammatical",1,1,"Experiment 1"
10,1.16413998604,3,"Singular","Ungrammatical",0,1,"Experiment 1"
10,1.1960170269,2,"Plural","Grammatical",0,0,"Experiment 1"
10,0.713894128799,1,"Singular","Grammatical",1,1,"Experiment 1"
10,0.778808832169,3,"Singular","Ungrammatical",1,0,"Experiment 1"
10,1.4475479126,3,"Singular","Ungrammatical",1,0,"Experiment 1"
10,1.51549887657,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,1.21404910088,4,"Plural","Ungrammatical",1,0,"Experiment 1"
10,1.31453800201,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,1.24711298943,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,1.09742903709,3,"Singular","Ungrammatical",0,1,"Experiment 1"
10,1.69741392136,2,"Plural","Grammatical",1,1,"Experiment 1"
10,1.76448607445,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,0.963143110275,2,"Plural","Grammatical",0,0,"Experiment 1"
10,1.14752101898,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,1.06494688988,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,0.965349912643,3,"Singular","Ungrammatical",0,1,"Experiment 1"
10,0.980195045471,3,"Singular","Ungrammatical",1,0,"Experiment 1"
10,1.38104701042,2,"Plural","Grammatical",1,1,"Experiment 1"
10,1.23096990585,2,"Plural","Grammatical",0,0,"Experiment 1"
10,0.947932004929,2,"Plural","Grammatical",0,0,"Experiment 1"
10,0.929699897766,2,"Plural","Grammatical",0,0,"Experiment 1"
10,1.43140983582,1,"Singular","Grammatical",0,0,"Experiment 1"
10,1.23041391373,1,"Singular","Grammatical",0,0,"Experiment 1"
10,1.79922986031,2,"Plural","Grammatical",1,1,"Experiment 1"
10,1.36445307732,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,1.68013906479,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,1.48026013374,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,1.26468014717,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,1.16474699974,2,"Plural","Grammatical",0,0,"Experiment 1"
10,0.829545021057,4,"Plural","Ungrammatical",1,0,"Experiment 1"
10,1.08101511002,2,"Plural","Grammatical",1,1,"Experiment 1"
10,1.4486489296,3,"Singular","Ungrammatical",0,1,"Experiment 1"
10,0.979982852936,1,"Singular","Grammatical",0,0,"Experiment 1"
10,0.914030075073,1,"Singular","Grammatical",0,0,"Experiment 1"
10,1.1307861805,1,"Singular","Grammatical",0,0,"Experiment 1"
10,0.781243085861,3,"Singular","Ungrammatical",0,1,"Experiment 1"
10,1.69904112816,1,"Singular","Grammatical",1,1,"Experiment 1"
10,1.16288614273,1,"Singular","Grammatical",0,0,"Experiment 1"
10,1.26427578926,1,"Singular","Grammatical",1,1,"Experiment 1"
10,1.39886808395,2,"Plural","Grammatical",0,0,"Experiment 1"
10,1.18112111092,3,"Singular","Ungrammatical",0,1,"Experiment 1"
10,1.76443815231,1,"Singular","Grammatical",1,1,"Experiment 1"
10,1.26609301567,2,"Plural","Grammatical",0,0,"Experiment 1"
10,1.34772610664,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,1.54839491844,4,"Plural","Ungrammatical",0,1,"Experiment 1"
10,2.06393194199,2,"Plural","Grammatical",0,0,"Experiment 1"
10,0.981374979019,4,"Plural","Ungrammatical",1,0,"Experiment 1"
10,0.898000955582,3,"Singular","Ungrammatical",1,0,"Experiment 1"
10,1.69709706306,1,"Singular","Grammatical",0,0,"Experiment 1"
10,1.41569304466,3,"Singular","Ungrammatical",1,0,"Experiment 1"
10,1.56377315521,3,"Singular","Ungrammatical",0,1,"Experiment 1"
10,1.79777097702,3,"Singular","Ungrammatical",1,0,"Experiment 1"
10,1.04813694954,1,"Singular","Grammatical",0,0,"Experiment 1"
10,1.0966989994,1,"Singular","Grammatical",1,1,"Experiment 1"
10,1.88048291206,1,"Singular","Grammatical",0,0,"Experiment 1"
11,0.846606969833,1,"Singular","Grammatical",1,1,"Experiment 1"
11,1.56301903725,2,"Plural","Grammatical",1,1,"Experiment 1"
11,2.53327202797,4,"Plural","Ungrammatical",1,0,"Experiment 1"
11,1.18063211441,2,"Plural","Grammatical",1,1,"Experiment 1"
11,1.03111195564,1,"Singular","Grammatical",1,1,"Experiment 1"
11,2.24801087379,2,"Plural","Grammatical",1,1,"Experiment 1"
11,0.881783008575,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,1.21434497833,2,"Plural","Grammatical",1,1,"Experiment 1"
11,0.597252130508,4,"Plural","Ungrammatical",1,0,"Experiment 1"
11,0.947264909744,4,"Plural","Ungrammatical",1,0,"Experiment 1"
11,1.33105301857,1,"Singular","Grammatical",1,1,"Experiment 1"
11,0.697909832001,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,0.846801042557,1,"Singular","Grammatical",1,1,"Experiment 1"
11,0.680953025818,2,"Plural","Grammatical",1,1,"Experiment 1"
11,0.68067908287,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,1.04709291458,2,"Plural","Grammatical",1,1,"Experiment 1"
11,1.0316028595,1,"Singular","Grammatical",1,1,"Experiment 1"
11,1.18099403381,4,"Plural","Ungrammatical",1,0,"Experiment 1"
11,0.664566040039,1,"Singular","Grammatical",1,1,"Experiment 1"
11,1.16482305527,1,"Singular","Grammatical",1,1,"Experiment 1"
11,0.78165602684,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,0.896351099014,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,0.847187042236,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,0.996851921082,4,"Plural","Ungrammatical",0,1,"Experiment 1"
11,0.664843082428,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,0.813858985901,1,"Singular","Grammatical",1,1,"Experiment 1"
11,0.613842964172,1,"Singular","Grammatical",1,1,"Experiment 1"
11,1.48061800003,1,"Singular","Grammatical",1,1,"Experiment 1"
11,0.764667987823,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,2.18186497688,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,2.89859509468,4,"Plural","Ungrammatical",1,0,"Experiment 1"
11,1.17911696434,1,"Singular","Grammatical",1,1,"Experiment 1"
11,0.663852930069,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,1.31467485428,2,"Plural","Grammatical",1,1,"Experiment 1"
11,1.26614618301,2,"Plural","Grammatical",1,1,"Experiment 1"
11,0.81374001503,2,"Plural","Grammatical",1,1,"Experiment 1"
11,0.646201133728,2,"Plural","Grammatical",1,1,"Experiment 1"
11,0.847851991653,2,"Plural","Grammatical",1,1,"Experiment 1"
11,1.21292209625,1,"Singular","Grammatical",1,1,"Experiment 1"
11,1.13053202629,2,"Plural","Grammatical",1,1,"Experiment 1"
11,1.38070607185,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,0.895952939987,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,1.56485891342,2,"Plural","Grammatical",1,1,"Experiment 1"
11,1.23069095612,4,"Plural","Ungrammatical",1,0,"Experiment 1"
11,1.21542596817,1,"Singular","Grammatical",1,1,"Experiment 1"
11,1.34775996208,4,"Plural","Ungrammatical",0,1,"Experiment 1"
11,1.06375288963,2,"Plural","Grammatical",1,1,"Experiment 1"
11,1.2648370266,4,"Plural","Ungrammatical",1,0,"Experiment 1"
11,1.4818418026,4,"Plural","Ungrammatical",1,0,"Experiment 1"
11,0.597789049149,1,"Singular","Grammatical",1,1,"Experiment 1"
11,0.595498085022,1,"Singular","Grammatical",1,1,"Experiment 1"
11,0.76336979866,2,"Plural","Grammatical",1,1,"Experiment 1"
11,0.664701938629,4,"Plural","Ungrammatical",1,0,"Experiment 1"
11,1.14770579338,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,0.813271999359,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,1.13134694099,3,"Singular","Ungrammatical",1,0,"Experiment 1"
11,0.630734920502,4,"Plural","Ungrammatical",1,0,"Experiment 1"
11,0.713532924652,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.612527132034,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.864809989929,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.580338954926,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.846434116364,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.714372873306,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,1.66371798515,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.831976890564,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.628670930862,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.495897054672,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.73114991188,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.646064043045,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.547101020813,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.780080795288,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.880736112595,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.598454236984,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,1.33057594299,3,"Singular","Ungrammatical",0,1,"Experiment 1"
12,0.714462041855,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.647416830063,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.647520065308,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.796566009521,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.596343994141,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.680830001831,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.680468797684,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.614445924759,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.71208691597,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.613070964813,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.714929103851,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.729905843735,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.663624048233,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.847095966339,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.662249803543,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.595099925995,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.681324005127,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.731132984161,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.781693935394,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.830476045609,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.646926879883,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.713131904602,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.661375999451,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.612905979156,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.66504907608,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.58024096489,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.697161912918,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.648321866989,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.848981142044,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.746066808701,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.647216081619,2,"Plural","Grammatical",1,1,"Experiment 1"
12,0.598060846329,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.630886077881,1,"Singular","Grammatical",1,1,"Experiment 1"
12,1.29843115807,4,"Plural","Ungrammatical",0,1,"Experiment 1"
12,0.698077917099,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.780904054642,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.71422290802,3,"Singular","Ungrammatical",1,0,"Experiment 1"
12,0.564618110657,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.713642120361,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.964114904404,4,"Plural","Ungrammatical",1,0,"Experiment 1"
12,0.863052845001,1,"Singular","Grammatical",0,0,"Experiment 1"
12,0.846812963486,4,"Plural","Ungrammatical",0,1,"Experiment 1"
12,0.596406936646,1,"Singular","Grammatical",1,1,"Experiment 1"
12,0.613595962524,1,"Singular","Grammatical",1,1,"Experiment 1"
13,0.79905796051,2,"Plural","Grammatical",0,0,"Experiment 1"
13,1.54822206497,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,0.748111009598,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,0.681199073792,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,0.880158901215,2,"Plural","Grammatical",1,1,"Experiment 1"
13,0.930108785629,1,"Singular","Grammatical",1,1,"Experiment 1"
13,1.08103609085,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,0.797981977463,1,"Singular","Grammatical",1,1,"Experiment 1"
13,1.1458029747,3,"Singular","Ungrammatical",0,1,"Experiment 1"
13,0.864027023315,1,"Singular","Grammatical",1,1,"Experiment 1"
13,1.34821391106,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,1.74927616119,3,"Singular","Ungrammatical",0,1,"Experiment 1"
13,0.948029994965,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,0.847851991653,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,1.69856190681,4,"Plural","Ungrammatical",0,1,"Experiment 1"
13,1.09758496284,2,"Plural","Grammatical",1,1,"Experiment 1"
13,1.19797897339,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,2.23311305046,2,"Plural","Grammatical",1,1,"Experiment 1"
13,1.19774508476,2,"Plural","Grammatical",1,1,"Experiment 1"
13,1.56506800652,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,1.2155380249,1,"Singular","Grammatical",0,0,"Experiment 1"
13,0.864270210266,2,"Plural","Grammatical",1,1,"Experiment 1"
13,1.73049783707,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,0.98135304451,2,"Plural","Grammatical",1,1,"Experiment 1"
13,1.79901409149,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,1.9824950695,3,"Singular","Ungrammatical",0,1,"Experiment 1"
13,1.41307091713,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,1.66478180885,2,"Plural","Grammatical",0,0,"Experiment 1"
13,2.09925079346,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,0.863024950027,2,"Plural","Grammatical",1,1,"Experiment 1"
13,1.44758200645,4,"Plural","Ungrammatical",0,1,"Experiment 1"
13,1.41481804848,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,0.947319030762,2,"Plural","Grammatical",1,1,"Experiment 1"
13,0.795830965042,1,"Singular","Grammatical",1,1,"Experiment 1"
13,0.56451010704,1,"Singular","Grammatical",1,1,"Experiment 1"
13,1.74750304222,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,1.6316819191,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,0.68155002594,1,"Singular","Grammatical",1,1,"Experiment 1"
13,1.14826798439,2,"Plural","Grammatical",1,1,"Experiment 1"
13,1.38165593147,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,1.76536393166,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,0.980715990067,2,"Plural","Grammatical",1,1,"Experiment 1"
13,1.09726905823,1,"Singular","Grammatical",1,1,"Experiment 1"
13,1.14917707443,4,"Plural","Ungrammatical",0,1,"Experiment 1"
13,0.61247420311,1,"Singular","Grammatical",1,1,"Experiment 1"
13,0.662525177002,1,"Singular","Grammatical",1,1,"Experiment 1"
13,1.01256799698,2,"Plural","Grammatical",1,1,"Experiment 1"
13,1.59784698486,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,1.93042206764,4,"Plural","Ungrammatical",0,1,"Experiment 1"
13,0.89651799202,1,"Singular","Grammatical",1,1,"Experiment 1"
13,0.880527019501,2,"Plural","Grammatical",1,1,"Experiment 1"
13,0.980865955353,4,"Plural","Ungrammatical",1,0,"Experiment 1"
13,0.930670022964,1,"Singular","Grammatical",1,1,"Experiment 1"
13,0.763427972794,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,0.729811906815,1,"Singular","Grammatical",1,1,"Experiment 1"
13,0.595910072327,1,"Singular","Grammatical",1,1,"Experiment 1"
13,1.38055586815,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,1.13125801086,3,"Singular","Ungrammatical",1,0,"Experiment 1"
13,0.913790941238,1,"Singular","Grammatical",1,1,"Experiment 1"
13,1.23207402229,2,"Plural","Grammatical",1,1,"Experiment 1"
14,1.82940602303,1,"Singular","Grammatical",0,0,"Experiment 1"
14,1.21472191811,1,"Singular","Grammatical",1,1,"Experiment 1"
14,0.729257822037,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,1.49847698212,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,1.54716110229,2,"Plural","Grammatical",1,1,"Experiment 1"
14,1.26535606384,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,1.49930000305,4,"Plural","Ungrammatical",1,0,"Experiment 1"
14,0.830749034882,2,"Plural","Grammatical",1,1,"Experiment 1"
14,1.03087496758,4,"Plural","Ungrammatical",1,0,"Experiment 1"
14,0.698570013046,1,"Singular","Grammatical",1,1,"Experiment 1"
14,1.01282215118,4,"Plural","Ungrammatical",1,0,"Experiment 1"
14,1.01450300217,2,"Plural","Grammatical",1,1,"Experiment 1"
14,1.13081693649,4,"Plural","Ungrammatical",1,0,"Experiment 1"
14,0.929774999619,4,"Plural","Ungrammatical",0,1,"Experiment 1"
14,0.880682945251,4,"Plural","Ungrammatical",0,1,"Experiment 1"
14,1.24775791168,2,"Plural","Grammatical",0,0,"Experiment 1"
14,0.913362979889,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,1.14721703529,4,"Plural","Ungrammatical",0,1,"Experiment 1"
14,0.780475139618,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,0.629533052444,2,"Plural","Grammatical",1,1,"Experiment 1"
14,0.814125776291,1,"Singular","Grammatical",1,1,"Experiment 1"
14,0.779335021973,1,"Singular","Grammatical",1,1,"Experiment 1"
14,0.94827914238,2,"Plural","Grammatical",1,1,"Experiment 1"
14,0.763670921326,2,"Plural","Grammatical",1,1,"Experiment 1"
14,0.597486019135,2,"Plural","Grammatical",1,1,"Experiment 1"
14,0.780456066132,2,"Plural","Grammatical",1,1,"Experiment 1"
14,0.747251033783,4,"Plural","Ungrammatical",1,0,"Experiment 1"
14,0.745136022568,2,"Plural","Grammatical",1,1,"Experiment 1"
14,1.46412086487,2,"Plural","Grammatical",1,1,"Experiment 1"
14,1.28028512001,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,1.1319630146,4,"Plural","Ungrammatical",0,1,"Experiment 1"
14,0.813721895218,4,"Plural","Ungrammatical",0,1,"Experiment 1"
14,1.04847407341,4,"Plural","Ungrammatical",1,0,"Experiment 1"
14,1.03018116951,1,"Singular","Grammatical",1,1,"Experiment 1"
14,1.49647188187,1,"Singular","Grammatical",0,0,"Experiment 1"
14,0.779403924942,2,"Plural","Grammatical",1,1,"Experiment 1"
14,0.898306846619,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,1.14769697189,2,"Plural","Grammatical",1,1,"Experiment 1"
14,0.698748826981,4,"Plural","Ungrammatical",0,1,"Experiment 1"
14,1.28120708466,3,"Singular","Ungrammatical",0,1,"Experiment 1"
14,0.680726051331,4,"Plural","Ungrammatical",1,0,"Experiment 1"
14,0.664244890213,1,"Singular","Grammatical",1,1,"Experiment 1"
14,0.697264909744,1,"Singular","Grammatical",1,1,"Experiment 1"
14,1.0313270092,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,0.914829015732,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,1.21484994888,4,"Plural","Ungrammatical",0,1,"Experiment 1"
14,1.53156709671,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,0.747647047043,2,"Plural","Grammatical",1,1,"Experiment 1"
14,1.28156590462,1,"Singular","Grammatical",1,1,"Experiment 1"
14,1.09652090073,2,"Plural","Grammatical",1,1,"Experiment 1"
14,0.881686210632,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,1.01273393631,1,"Singular","Grammatical",1,1,"Experiment 1"
14,0.948552846909,4,"Plural","Ungrammatical",1,0,"Experiment 1"
14,0.846091032028,1,"Singular","Grammatical",1,1,"Experiment 1"
14,0.86262512207,1,"Singular","Grammatical",1,1,"Experiment 1"
14,1.24744105339,3,"Singular","Ungrammatical",0,1,"Experiment 1"
14,1.29802703857,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,0.763499975204,3,"Singular","Ungrammatical",1,0,"Experiment 1"
14,1.26442503929,1,"Singular","Grammatical",1,1,"Experiment 1"
14,0.663187026978,1,"Singular","Grammatical",1,1,"Experiment 1"
15,0.597309112549,3,"Singular","Ungrammatical",1,0,"Experiment 1"
15,0.463732004166,1,"Singular","Grammatical",0,0,"Experiment 1"
15,0.612530946732,3,"Singular","Ungrammatical",1,0,"Experiment 1"
15,0.514072179794,3,"Singular","Ungrammatical",1,0,"Experiment 1"
15,0.41424202919,4,"Plural","Ungrammatical",1,0,"Experiment 1"
15,0.731541872025,1,"Singular","Grammatical",1,1,"Experiment 1"
15,0.54646897316,2,"Plural","Grammatical",1,1,"Experiment 1"
15,0.763303995132,2,"Plural","Grammatical",1,1,"Experiment 1"
15,0.613929033279,4,"Plural","Ungrammatical",0,1,"Experiment 1"
15,0.73081111908,2,"Plural","Grammatical",1,1,"Experiment 1"
15,0.546998977661,2,"Plural","Grammatical",0,0,"Experiment 1"
15,0.649121046066,3,"Singular","Ungrammatical",1,0,"Experiment 1"
15,0.545903921127,1,"Singular","Grammatical",1,1,"Experiment 1"
15,0.564347028732,1,"Singular","Grammatical",0,0,"Experiment 1"
15,0.580178022385,3,"Singular","Ungrammatical",1,0,"Experiment 1"
15,0.579595088959,1,"Singular","Grammatical",1,1,"Experiment 1"
15,0.445657014847,2,"Plural","Grammatical",0,0,"Experiment 1"
15,0.51299405098,2,"Plural","Grammatical",1,1,"Experiment 1"
15,0.663008928299,4,"Plural","Ungrammatical",1,0,"Experiment 1"
15,0.546529054642,2,"Plural","Grammatical",1,1,"Experiment 1"
15,0.530635118484,2,"Plural","Grammatical",1,1,"Experiment 1"
15,0.513246059418,4,"Plural","Ungrammatical",0,1,"Experiment 1"
15,0.530112028122,2,"Plural","Grammatical",1,1,"Experiment 1"
15,0.647145032883,4,"Plural","Ungrammatical",1,0,"Experiment 1"
15,0.582185029984,2,"Plural","Grammatical",1,1,"Experiment 1"
15,0.514097929001,4,"Plural","Ungrammatical",1,0,"Experiment 1"
15,0.712317943573,1,"Singular","Grammatical",0,0,"Experiment 1"
15,0.52977514267,3,"Singular","Ungrammatical",0,1,"Experiment 1"
15,0.762765169144,2,"Plural","Grammatical",1,1,"Experiment 1"
15,0.728533983231,4,"Plural","Ungrammatical",0,1,"Experiment 1"
15,0.680718183517,1,"Singular","Grammatical",1,1,"Experiment 1"
