"Response","RT","Attractor","Grammaticality","Accuracy","Experiment"
0,1.621,"Plural","Ungrammatical",1,"Experiment 1"
0,1.617,"Plural","Ungrammatical",1,"Experiment 1"
0,1.613,"Plural","Ungrammatical",1,"Experiment 1"
0,1.609,"Plural","Ungrammatical",1,"Experiment 1"
0,1.605,"Plural","Ungrammatical",1,"Experiment 1"
0,1.601,"Plural","Ungrammatical",1,"Experiment 1"
0,1.598,"Plural","Ungrammatical",1,"Experiment 1"
0,1.594,"Plural","Ungrammatical",1,"Experiment 1"
0,1.59,"Plural","Ungrammatical",1,"Experiment 1"
0,1.586,"Plural","Ungrammatical",1,"Experiment 1"
0,1.582,"Plural","Ungrammatical",1,"Experiment 1"
0,1.579,"Plural","Ungrammatical",1,"Experiment 1"
0,1.575,"Plural","Ungrammatical",1,"Experiment 1"
0,1.571,"Plural","Ungrammatical",1,"Experiment 1"
0,1.568,"Plural","Ungrammatical",1,"Experiment 1"
0,1.564,"Plural","Ungrammatical",1,"Experiment 1"
0,1.561,"Plural","Ungrammatical",1,"Experiment 1"
0,1.557,"Plural","Ungrammatical",1,"Experiment 1"
0,1.554,"Plural","Ungrammatical",1,"Experiment 1"
0,1.55,"Plural","Ungrammatical",1,"Experiment 1"
0,1.547,"Plural","Ungrammatical",1,"Experiment 1"
0,1.543,"Plural","Ungrammatical",1,"Experiment 1"
0,1.54,"Plural","Ungrammatical",1,"Experiment 1"
0,1.537,"Plural","Ungrammatical",1,"Experiment 1"
0,1.533,"Plural","Ungrammatical",1,"Experiment 1"
0,1.53,"Plural","Ungrammatical",1,"Experiment 1"
0,1.527,"Plural","Ungrammatical",1,"Experiment 1"
0,1.523,"Plural","Ungrammatical",1,"Experiment 1"
0,1.52,"Plural","Ungrammatical",1,"Experiment 1"
0,1.517,"Plural","Ungrammatical",1,"Experiment 1"
0,1.514,"Plural","Ungrammatical",1,"Experiment 1"
0,1.51,"Plural","Ungrammatical",1,"Experiment 1"
0,1.507,"Plural","Ungrammatical",1,"Experiment 1"
0,1.504,"Plural","Ungrammatical",1,"Experiment 1"
0,1.501,"Plural","Ungrammatical",1,"Experiment 1"
0,1.498,"Plural","Ungrammatical",1,"Experiment 1"
0,1.495,"Plural","Ungrammatical",1,"Experiment 1"
0,1.492,"Plural","Ungrammatical",1,"Experiment 1"
0,1.489,"Plural","Ungrammatical",1,"Experiment 1"
0,1.486,"Plural","Ungrammatical",1,"Experiment 1"
0,1.483,"Plural","Ungrammatical",1,"Experiment 1"
0,1.48,"Plural","Ungrammatical",1,"Experiment 1"
0,1.477,"Plural","Ungrammatical",1,"Experiment 1"
0,1.474,"Plural","Ungrammatical",1,"Experiment 1"
0,1.471,"Plural","Ungrammatical",1,"Experiment 1"
0,1.468,"Plural","Ungrammatical",1,"Experiment 1"
0,1.465,"Plural","Ungrammatical",1,"Experiment 1"
0,1.462,"Plural","Ungrammatical",1,"Experiment 1"
0,1.459,"Plural","Ungrammatical",1,"Experiment 1"
0,1.456,"Plural","Ungrammatical",1,"Experiment 1"
0,1.454,"Plural","Ungrammatical",1,"Experiment 1"
0,1.451,"Plural","Ungrammatical",1,"Experiment 1"
0,1.448,"Plural","Ungrammatical",1,"Experiment 1"
0,1.445,"Plural","Ungrammatical",1,"Experiment 1"
0,1.443,"Plural","Ungrammatical",1,"Experiment 1"
0,1.44,"Plural","Ungrammatical",1,"Experiment 1"
0,1.437,"Plural","Ungrammatical",1,"Experiment 1"
0,1.434,"Plural","Ungrammatical",1,"Experiment 1"
0,1.432,"Plural","Ungrammatical",1,"Experiment 1"
0,1.429,"Plural","Ungrammatical",1,"Experiment 1"
0,1.426,"Plural","Ungrammatical",1,"Experiment 1"
0,1.424,"Plural","Ungrammatical",1,"Experiment 1"
0,1.421,"Plural","Ungrammatical",1,"Experiment 1"
0,1.418,"Plural","Ungrammatical",1,"Experiment 1"
0,1.416,"Plural","Ungrammatical",1,"Experiment 1"
0,1.413,"Plural","Ungrammatical",1,"Experiment 1"
0,1.411,"Plural","Ungrammatical",1,"Experiment 1"
0,1.408,"Plural","Ungrammatical",1,"Experiment 1"
0,1.406,"Plural","Ungrammatical",1,"Experiment 1"
0,1.403,"Plural","Ungrammatical",1,"Experiment 1"
0,1.4,"Plural","Ungrammatical",1,"Experiment 1"
0,1.398,"Plural","Ungrammatical",1,"Experiment 1"
0,1.395,"Plural","Ungrammatical",1,"Experiment 1"
0,1.393,"Plural","Ungrammatical",1,"Experiment 1"
0,1.391,"Plural","Ungrammatical",1,"Experiment 1"
0,1.388,"Plural","Ungrammatical",1,"Experiment 1"
0,1.386,"Plural","Ungrammatical",1,"Experiment 1"
0,1.383,"Plural","Ungrammatical",1,"Experiment 1"
0,1.381,"Plural","Ungrammatical",1,"Experiment 1"
0,1.378,"Plural","Ungrammatical",1,"Experiment 1"
0,1.376,"Plural","Ungrammatical",1,"Experiment 1"
0,1.374,"Plural","Ungrammatical",1,"Experiment 1"
0,1.371,"Plural","Ungrammatical",1,"Experiment 1"
0,1.369,"Plural","Ungrammatical",1,"Experiment 1"
0,1.366,"Plural","Ungrammatical",1,"Experiment 1"
0,1.364,"Plural","Ungrammatical",1,"Experiment 1"
0,1.362,"Plural","Ungrammatical",1,"Experiment 1"
0,1.36,"Plural","Ungrammatical",1,"Experiment 1"
0,1.357,"Plural","Ungrammatical",1,"Experiment 1"
0,1.355,"Plural","Ungrammatical",1,"Experiment 1"
0,1.353,"Plural","Ungrammatical",1,"Experiment 1"
0,1.35,"Plural","Ungrammatical",1,"Experiment 1"
0,1.348,"Plural","Ungrammatical",1,"Experiment 1"
0,1.346,"Plural","Ungrammatical",1,"Experiment 1"
0,1.344,"Plural","Ungrammatical",1,"Experiment 1"
0,1.341,"Plural","Ungrammatical",1,"Experiment 1"
0,1.339,"Plural","Ungrammatical",1,"Experiment 1"
0,1.337,"Plural","Ungrammatical",1,"Experiment 1"
0,1.335,"Plural","Ungrammatical",1,"Experiment 1"
0,1.333,"Plural","Ungrammatical",1,"Experiment 1"
0,1.33,"Plural","Ungrammatical",1,"Experiment 1"
0,1.328,"Plural","Ungrammatical",1,"Experiment 1"
0,1.326,"Plural","Ungrammatical",1,"Experiment 1"
0,1.324,"Plural","Ungrammatical",1,"Experiment 1"
0,1.322,"Plural","Ungrammatical",1,"Experiment 1"
0,1.32,"Plural","Ungrammatical",1,"Experiment 1"
0,1.318,"Plural","Ungrammatical",1,"Experiment 1"
0,1.315,"Plural","Ungrammatical",1,"Experiment 1"
0,1.313,"Plural","Ungrammatical",1,"Experiment 1"
0,1.311,"Plural","Ungrammatical",1,"Experiment 1"
0,1.309,"Plural","Ungrammatical",1,"Experiment 1"
0,1.307,"Plural","Ungrammatical",1,"Experiment 1"
0,1.305,"Plural","Ungrammatical",1,"Experiment 1"
0,1.303,"Plural","Ungrammatical",1,"Experiment 1"
0,1.301,"Plural","Ungrammatical",1,"Experiment 1"
0,1.299,"Plural","Ungrammatical",1,"Experiment 1"
0,1.297,"Plural","Ungrammatical",1,"Experiment 1"
0,1.295,"Plural","Ungrammatical",1,"Experiment 1"
0,1.293,"Plural","Ungrammatical",1,"Experiment 1"
0,1.291,"Plural","Ungrammatical",1,"Experiment 1"
0,1.289,"Plural","Ungrammatical",1,"Experiment 1"
0,1.287,"Plural","Ungrammatical",1,"Experiment 1"
0,1.285,"Plural","Ungrammatical",1,"Experiment 1"
0,1.283,"Plural","Ungrammatical",1,"Experiment 1"
0,1.281,"Plural","Ungrammatical",1,"Experiment 1"
0,1.279,"Plural","Ungrammatical",1,"Experiment 1"
0,1.277,"Plural","Ungrammatical",1,"Experiment 1"
0,1.275,"Plural","Ungrammatical",1,"Experiment 1"
0,1.273,"Plural","Ungrammatical",1,"Experiment 1"
0,1.271,"Plural","Ungrammatical",1,"Experiment 1"
0,1.269,"Plural","Ungrammatical",1,"Experiment 1"
0,1.267,"Plural","Ungrammatical",1,"Experiment 1"
0,1.265,"Plural","Ungrammatical",1,"Experiment 1"
0,1.264,"Plural","Ungrammatical",1,"Experiment 1"
0,1.262,"Plural","Ungrammatical",1,"Experiment 1"
0,1.26,"Plural","Ungrammatical",1,"Experiment 1"
0,1.258,"Plural","Ungrammatical",1,"Experiment 1"
0,1.256,"Plural","Ungrammatical",1,"Experiment 1"
0,1.254,"Plural","Ungrammatical",1,"Experiment 1"
0,1.252,"Plural","Ungrammatical",1,"Experiment 1"
0,1.25,"Plural","Ungrammatical",1,"Experiment 1"
0,1.249,"Plural","Ungrammatical",1,"Experiment 1"
0,1.247,"Plural","Ungrammatical",1,"Experiment 1"
0,1.245,"Plural","Ungrammatical",1,"Experiment 1"
0,1.243,"Plural","Ungrammatical",1,"Experiment 1"
0,1.241,"Plural","Ungrammatical",1,"Experiment 1"
0,1.239,"Plural","Ungrammatical",1,"Experiment 1"
0,1.238,"Plural","Ungrammatical",1,"Experiment 1"
0,1.236,"Plural","Ungrammatical",1,"Experiment 1"
0,1.234,"Plural","Ungrammatical",1,"Experiment 1"
0,1.232,"Plural","Ungrammatical",1,"Experiment 1"
0,1.231,"Plural","Ungrammatical",1,"Experiment 1"
0,1.229,"Plural","Ungrammatical",1,"Experiment 1"
0,1.227,"Plural","Ungrammatical",1,"Experiment 1"
0,1.225,"Plural","Ungrammatical",1,"Experiment 1"
0,1.224,"Plural","Ungrammatical",1,"Experiment 1"
0,1.222,"Plural","Ungrammatical",1,"Experiment 1"
0,1.22,"Plural","Ungrammatical",1,"Experiment 1"
0,1.218,"Plural","Ungrammatical",1,"Experiment 1"
0,1.217,"Plural","Ungrammatical",1,"Experiment 1"
0,1.215,"Plural","Ungrammatical",1,"Experiment 1"
0,1.213,"Plural","Ungrammatical",1,"Experiment 1"
0,1.211,"Plural","Ungrammatical",1,"Experiment 1"
0,1.21,"Plural","Ungrammatical",1,"Experiment 1"
0,1.208,"Plural","Ungrammatical",1,"Experiment 1"
0,1.206,"Plural","Ungrammatical",1,"Experiment 1"
0,1.205,"Plural","Ungrammatical",1,"Experiment 1"
0,1.203,"Plural","Ungrammatical",1,"Experiment 1"
0,1.201,"Plural","Ungrammatical",1,"Experiment 1"
0,1.2,"Plural","Ungrammatical",1,"Experiment 1"
0,1.198,"Plural","Ungrammatical",1,"Experiment 1"
0,1.196,"Plural","Ungrammatical",1,"Experiment 1"
0,1.195,"Plural","Ungrammatical",1,"Experiment 1"
0,1.193,"Plural","Ungrammatical",1,"Experiment 1"
0,1.191,"Plural","Ungrammatical",1,"Experiment 1"
0,1.19,"Plural","Ungrammatical",1,"Experiment 1"
0,1.188,"Plural","Ungrammatical",1,"Experiment 1"
0,1.186,"Plural","Ungrammatical",1,"Experiment 1"
0,1.185,"Plural","Ungrammatical",1,"Experiment 1"
0,1.183,"Plural","Ungrammatical",1,"Experiment 1"
0,1.182,"Plural","Ungrammatical",1,"Experiment 1"
0,1.18,"Plural","Ungrammatical",1,"Experiment 1"
0,1.178,"Plural","Ungrammatical",1,"Experiment 1"
0,1.177,"Plural","Ungrammatical",1,"Experiment 1"
0,1.175,"Plural","Ungrammatical",1,"Experiment 1"
0,1.174,"Plural","Ungrammatical",1,"Experiment 1"
0,1.172,"Plural","Ungrammatical",1,"Experiment 1"
0,1.17,"Plural","Ungrammatical",1,"Experiment 1"
0,1.169,"Plural","Ungrammatical",1,"Experiment 1"
0,1.167,"Plural","Ungrammatical",1,"Experiment 1"
0,1.166,"Plural","Ungrammatical",1,"Experiment 1"
0,1.164,"Plural","Ungrammatical",1,"Experiment 1"
0,1.163,"Plural","Ungrammatical",1,"Experiment 1"
0,1.161,"Plural","Ungrammatical",1,"Experiment 1"
0,1.16,"Plural","Ungrammatical",1,"Experiment 1"
0,1.158,"Plural","Ungrammatical",1,"Experiment 1"
0,1.156,"Plural","Ungrammatical",1,"Experiment 1"
0,1.155,"Plural","Ungrammatical",1,"Experiment 1"
0,1.153,"Plural","Ungrammatical",1,"Experiment 1"
0,1.152,"Plural","Ungrammatical",1,"Experiment 1"
0,1.15,"Plural","Ungrammatical",1,"Experiment 1"
0,1.149,"Plural","Ungrammatical",1,"Experiment 1"
0,1.147,"Plural","Ungrammatical",1,"Experiment 1"
0,1.146,"Plural","Ungrammatical",1,"Experiment 1"
0,1.144,"Plural","Ungrammatical",1,"Experiment 1"
0,1.143,"Plural","Ungrammatical",1,"Experiment 1"
0,1.141,"Plural","Ungrammatical",1,"Experiment 1"
0,1.14,"Plural","Ungrammatical",1,"Experiment 1"
0,1.138,"Plural","Ungrammatical",1,"Experiment 1"
0,1.137,"Plural","Ungrammatical",1,"Experiment 1"
0,1.135,"Plural","Ungrammatical",1,"Experiment 1"
0,1.134,"Plural","Ungrammatical",1,"Experiment 1"
0,1.132,"Plural","Ungrammatical",1,"Experiment 1"
0,1.131,"Plural","Ungrammatical",1,"Experiment 1"
0,1.129,"Plural","Ungrammatical",1,"Experiment 1"
0,1.128,"Plural","Ungrammatical",1,"Experiment 1"
0,1.127,"Plural","Ungrammatical",1,"Experiment 1"
0,1.125,"Plural","Ungrammatical",1,"Experiment 1"
0,1.124,"Plural","Ungrammatical",1,"Experiment 1"
0,1.122,"Plural","Ungrammatical",1,"Experiment 1"
0,1.121,"Plural","Ungrammatical",1,"Experiment 1"
0,1.119,"Plural","Ungrammatical",1,"Experiment 1"
0,1.118,"Plural","Ungrammatical",1,"Experiment 1"
0,1.116,"Plural","Ungrammatical",1,"Experiment 1"
0,1.115,"Plural","Ungrammatical",1,"Experiment 1"
0,1.114,"Plural","Ungrammatical",1,"Experiment 1"
0,1.112,"Plural","Ungrammatical",1,"Experiment 1"
0,1.111,"Plural","Ungrammatical",1,"Experiment 1"
0,1.109,"Plural","Ungrammatical",1,"Experiment 1"
0,1.108,"Plural","Ungrammatical",1,"Experiment 1"
0,1.107,"Plural","Ungrammatical",1,"Experiment 1"
0,1.105,"Plural","Ungrammatical",1,"Experiment 1"
0,1.104,"Plural","Ungrammatical",1,"Experiment 1"
0,1.102,"Plural","Ungrammatical",1,"Experiment 1"
0,1.101,"Plural","Ungrammatical",1,"Experiment 1"
0,1.1,"Plural","Ungrammatical",1,"Experiment 1"
0,1.098,"Plural","Ungrammatical",1,"Experiment 1"
0,1.097,"Plural","Ungrammatical",1,"Experiment 1"
0,1.095,"Plural","Ungrammatical",1,"Experiment 1"
0,1.094,"Plural","Ungrammatical",1,"Experiment 1"
0,1.093,"Plural","Ungrammatical",1,"Experiment 1"
0,1.091,"Plural","Ungrammatical",1,"Experiment 1"
0,1.09,"Plural","Ungrammatical",1,"Experiment 1"
0,1.089,"Plural","Ungrammatical",1,"Experiment 1"
0,1.087,"Plural","Ungrammatical",1,"Experiment 1"
0,1.086,"Plural","Ungrammatical",1,"Experiment 1"
0,1.085,"Plural","Ungrammatical",1,"Experiment 1"
0,1.083,"Plural","Ungrammatical",1,"Experiment 1"
0,1.082,"Plural","Ungrammatical",1,"Experiment 1"
0,1.081,"Plural","Ungrammatical",1,"Experiment 1"
0,1.079,"Plural","Ungrammatical",1,"Experiment 1"
0,1.078,"Plural","Ungrammatical",1,"Experiment 1"
0,1.077,"Plural","Ungrammatical",1,"Experiment 1"
0,1.075,"Plural","Ungrammatical",1,"Experiment 1"
0,1.074,"Plural","Ungrammatical",1,"Experiment 1"
0,1.073,"Plural","Ungrammatical",1,"Experiment 1"
0,1.071,"Plural","Ungrammatical",1,"Experiment 1"
0,1.07,"Plural","Ungrammatical",1,"Experiment 1"
0,1.069,"Plural","Ungrammatical",1,"Experiment 1"
0,1.067,"Plural","Ungrammatical",1,"Experiment 1"
0,1.066,"Plural","Ungrammatical",1,"Experiment 1"
0,1.065,"Plural","Ungrammatical",1,"Experiment 1"
0,1.063,"Plural","Ungrammatical",1,"Experiment 1"
0,1.062,"Plural","Ungrammatical",1,"Experiment 1"
0,1.061,"Plural","Ungrammatical",1,"Experiment 1"
0,1.059,"Plural","Ungrammatical",1,"Experiment 1"
0,1.058,"Plural","Ungrammatical",1,"Experiment 1"
0,1.057,"Plural","Ungrammatical",1,"Experiment 1"
0,1.056,"Plural","Ungrammatical",1,"Experiment 1"
0,1.054,"Plural","Ungrammatical",1,"Experiment 1"
0,1.053,"Plural","Ungrammatical",1,"Experiment 1"
0,1.052,"Plural","Ungrammatical",1,"Experiment 1"
0,1.05,"Plural","Ungrammatical",1,"Experiment 1"
0,1.049,"Plural","Ungrammatical",1,"Experiment 1"
0,1.048,"Plural","Ungrammatical",1,"Experiment 1"
0,1.047,"Plural","Ungrammatical",1,"Experiment 1"
0,1.045,"Plural","Ungrammatical",1,"Experiment 1"
0,1.044,"Plural","Ungrammatical",1,"Experiment 1"
0,1.043,"Plural","Ungrammatical",1,"Experiment 1"
0,1.042,"Plural","Ungrammatical",1,"Experiment 1"
0,1.04,"Plural","Ungrammatical",1,"Experiment 1"
0,1.039,"Plural","Ungrammatical",1,"Experiment 1"
0,1.038,"Plural","Ungrammatical",1,"Experiment 1"
0,1.037,"Plural","Ungrammatical",1,"Experiment 1"
0,1.035,"Plural","Ungrammatical",1,"Experiment 1"
0,1.034,"Plural","Ungrammatical",1,"Experiment 1"
0,1.033,"Plural","Ungrammatical",1,"Experiment 1"
0,1.032,"Plural","Ungrammatical",1,"Experiment 1"
0,1.03,"Plural","Ungrammatical",1,"Experiment 1"
0,1.029,"Plural","Ungrammatical",1,"Experiment 1"
0,1.028,"Plural","Ungrammatical",1,"Experiment 1"
0,1.027,"Plural","Ungrammatical",1,"Experiment 1"
0,1.025,"Plural","Ungrammatical",1,"Experiment 1"
0,1.024,"Plural","Ungrammatical",1,"Experiment 1"
0,1.023,"Plural","Ungrammatical",1,"Experiment 1"
0,1.022,"Plural","Ungrammatical",1,"Experiment 1"
0,1.02,"Plural","Ungrammatical",1,"Experiment 1"
0,1.019,"Plural","Ungrammatical",1,"Experiment 1"
0,1.018,"Plural","Ungrammatical",1,"Experiment 1"
0,1.017,"Plural","Ungrammatical",1,"Experiment 1"
0,1.016,"Plural","Ungrammatical",1,"Experiment 1"
0,1.014,"Plural","Ungrammatical",1,"Experiment 1"
0,1.013,"Plural","Ungrammatical",1,"Experiment 1"
0,1.012,"Plural","Ungrammatical",1,"Experiment 1"
0,1.011,"Plural","Ungrammatical",1,"Experiment 1"
0,1.009,"Plural","Ungrammatical",1,"Experiment 1"
0,1.008,"Plural","Ungrammatical",1,"Experiment 1"
0,1.007,"Plural","Ungrammatical",1,"Experiment 1"
0,1.006,"Plural","Ungrammatical",1,"Experiment 1"
0,1.005,"Plural","Ungrammatical",1,"Experiment 1"
0,1.003,"Plural","Ungrammatical",1,"Experiment 1"
0,1.002,"Plural","Ungrammatical",1,"Experiment 1"
0,1.001,"Plural","Ungrammatical",1,"Experiment 1"
0,1,"Plural","Ungrammatical",1,"Experiment 1"
0,0.999,"Plural","Ungrammatical",1,"Experiment 1"
0,0.998,"Plural","Ungrammatical",1,"Experiment 1"
0,0.996,"Plural","Ungrammatical",1,"Experiment 1"
0,0.995,"Plural","Ungrammatical",1,"Experiment 1"
0,0.994,"Plural","Ungrammatical",1,"Experiment 1"
0,0.993,"Plural","Ungrammatical",1,"Experiment 1"
0,0.992,"Plural","Ungrammatical",1,"Experiment 1"
0,0.99,"Plural","Ungrammatical",1,"Experiment 1"
0,0.989,"Plural","Ungrammatical",1,"Experiment 1"
0,0.988,"Plural","Ungrammatical",1,"Experiment 1"
0,0.987,"Plural","Ungrammatical",1,"Experiment 1"
0,0.986,"Plural","Ungrammatical",1,"Experiment 1"
0,0.985,"Plural","Ungrammatical",1,"Experiment 1"
0,0.983,"Plural","Ungrammatical",1,"Experiment 1"
0,0.982,"Plural","Ungrammatical",1,"Experiment 1"
0,0.981,"Plural","Ungrammatical",1,"Experiment 1"
0,0.98,"Plural","Ungrammatical",1,"Experiment 1"
0,0.979,"Plural","Ungrammatical",1,"Experiment 1"
0,0.977,"Plural","Ungrammatical",1,"Experiment 1"
0,0.976,"Plural","Ungrammatical",1,"Experiment 1"
0,0.975,"Plural","Ungrammatical",1,"Experiment 1"
0,0.974,"Plural","Ungrammatical",1,"Experiment 1"
0,0.973,"Plural","Ungrammatical",1,"Experiment 1"
0,0.972,"Plural","Ungrammatical",1,"Experiment 1"
0,0.971,"Plural","Ungrammatical",1,"Experiment 1"
0,0.969,"Plural","Ungrammatical",1,"Experiment 1"
0,0.968,"Plural","Ungrammatical",1,"Experiment 1"
0,0.967,"Plural","Ungrammatical",1,"Experiment 1"
0,0.966,"Plural","Ungrammatical",1,"Experiment 1"
0,0.965,"Plural","Ungrammatical",1,"Experiment 1"
0,0.964,"Plural","Ungrammatical",1,"Experiment 1"
0,0.962,"Plural","Ungrammatical",1,"Experiment 1"
0,0.961,"Plural","Ungrammatical",1,"Experiment 1"
0,0.96,"Plural","Ungrammatical",1,"Experiment 1"
0,0.959,"Plural","Ungrammatical",1,"Experiment 1"
0,0.958,"Plural","Ungrammatical",1,"Experiment 1"
0,0.957,"Plural","Ungrammatical",1,"Experiment 1"
0,0.956,"Plural","Ungrammatical",1,"Experiment 1"
0,0.954,"Plural","Ungrammatical",1,"Experiment 1"
0,0.953,"Plural","Ungrammatical",1,"Experiment 1"
0,0.952,"Plural","Ungrammatical",1,"Experiment 1"
0,0.951,"Plural","Ungrammatical",1,"Experiment 1"
0,0.95,"Plural","Ungrammatical",1,"Experiment 1"
0,0.949,"Plural","Ungrammatical",1,"Experiment 1"
0,0.948,"Plural","Ungrammatical",1,"Experiment 1"
0,0.946,"Plural","Ungrammatical",1,"Experiment 1"
0,0.945,"Plural","Ungrammatical",1,"Experiment 1"
0,0.944,"Plural","Ungrammatical",1,"Experiment 1"
0,0.943,"Plural","Ungrammatical",1,"Experiment 1"
0,0.942,"Plural","Ungrammatical",1,"Experiment 1"
0,0.941,"Plural","Ungrammatical",1,"Experiment 1"
0,0.94,"Plural","Ungrammatical",1,"Experiment 1"
0,0.938,"Plural","Ungrammatical",1,"Experiment 1"
0,0.937,"Plural","Ungrammatical",1,"Experiment 1"
0,0.936,"Plural","Ungrammatical",1,"Experiment 1"
0,0.935,"Plural","Ungrammatical",1,"Experiment 1"
0,0.934,"Plural","Ungrammatical",1,"Experiment 1"
0,0.933,"Plural","Ungrammatical",1,"Experiment 1"
0,0.932,"Plural","Ungrammatical",1,"Experiment 1"
0,0.931,"Plural","Ungrammatical",1,"Experiment 1"
0,0.929,"Plural","Ungrammatical",1,"Experiment 1"
0,0.928,"Plural","Ungrammatical",1,"Experiment 1"
0,0.927,"Plural","Ungrammatical",1,"Experiment 1"
0,0.926,"Plural","Ungrammatical",1,"Experiment 1"
0,0.925,"Plural","Ungrammatical",1,"Experiment 1"
0,0.924,"Plural","Ungrammatical",1,"Experiment 1"
0,0.923,"Plural","Ungrammatical",1,"Experiment 1"
0,0.921,"Plural","Ungrammatical",1,"Experiment 1"
0,0.92,"Plural","Ungrammatical",1,"Experiment 1"
0,0.919,"Plural","Ungrammatical",1,"Experiment 1"
0,0.918,"Plural","Ungrammatical",1,"Experiment 1"
0,0.917,"Plural","Ungrammatical",1,"Experiment 1"
0,0.916,"Plural","Ungrammatical",1,"Experiment 1"
0,0.915,"Plural","Ungrammatical",1,"Experiment 1"
0,0.914,"Plural","Ungrammatical",1,"Experiment 1"
0,0.912,"Plural","Ungrammatical",1,"Experiment 1"
0,0.911,"Plural","Ungrammatical",1,"Experiment 1"
0,0.91,"Plural","Ungrammatical",1,"Experiment 1"
0,0.909,"Plural","Ungrammatical",1,"Experiment 1"
0,0.908,"Plural","Ungrammatical",1,"Experiment 1"
0,0.907,"Plural","Ungrammatical",1,"Experiment 1"
0,0.906,"Plural","Ungrammatical",1,"Experiment 1"
0,0.904,"Plural","Ungrammatical",1,"Experiment 1"
0,0.903,"Plural","Ungrammatical",1,"Experiment 1"
0,0.902,"Plural","Ungrammatical",1,"Experiment 1"
0,0.901,"Plural","Ungrammatical",1,"Experiment 1"
0,0.9,"Plural","Ungrammatical",1,"Experiment 1"
0,0.899,"Plural","Ungrammatical",1,"Experiment 1"
0,0.898,"Plural","Ungrammatical",1,"Experiment 1"
0,0.896,"Plural","Ungrammatical",1,"Experiment 1"
0,0.895,"Plural","Ungrammatical",1,"Experiment 1"
0,0.894,"Plural","Ungrammatical",1,"Experiment 1"
0,0.893,"Plural","Ungrammatical",1,"Experiment 1"
0,0.892,"Plural","Ungrammatical",1,"Experiment 1"
0,0.891,"Plural","Ungrammatical",1,"Experiment 1"
0,0.89,"Plural","Ungrammatical",1,"Experiment 1"
0,0.888,"Plural","Ungrammatical",1,"Experiment 1"
0,0.887,"Plural","Ungrammatical",1,"Experiment 1"
0,0.886,"Plural","Ungrammatical",1,"Experiment 1"
0,0.885,"Plural","Ungrammatical",1,"Experiment 1"
0,0.884,"Plural","Ungrammatical",1,"Experiment 1"
0,0.883,"Plural","Ungrammatical",1,"Experiment 1"
0,0.881,"Plural","Ungrammatical",1,"Experiment 1"
0,0.88,"Plural","Ungrammatical",1,"Experiment 1"
0,0.879,"Plural","Ungrammatical",1,"Experiment 1"
0,0.878,"Plural","Ungrammatical",1,"Experiment 1"
0,0.877,"Plural","Ungrammatical",1,"Experiment 1"
0,0.876,"Plural","Ungrammatical",1,"Experiment 1"
0,0.874,"Plural","Ungrammatical",1,"Experiment 1"
0,0.873,"Plural","Ungrammatical",1,"Experiment 1"
0,0.872,"Plural","Ungrammatical",1,"Experiment 1"
0,0.871,"Plural","Ungrammatical",1,"Experiment 1"
0,0.87,"Plural","Ungrammatical",1,"Experiment 1"
0,0.869,"Plural","Ungrammatical",1,"Experiment 1"
0,0.867,"Plural","Ungrammatical",1,"Experiment 1"
0,0.866,"Plural","Ungrammatical",1,"Experiment 1"
0,0.865,"Plural","Ungrammatical",1,"Experiment 1"
0,0.864,"Plural","Ungrammatical",1,"Experiment 1"
0,0.863,"Plural","Ungrammatical",1,"Experiment 1"
0,0.861,"Plural","Ungrammatical",1,"Experiment 1"
0,0.86,"Plural","Ungrammatical",1,"Experiment 1"
0,0.859,"Plural","Ungrammatical",1,"Experiment 1"
0,0.858,"Plural","Ungrammatical",1,"Experiment 1"
0,0.857,"Plural","Ungrammatical",1,"Experiment 1"
0,0.855,"Plural","Ungrammatical",1,"Experiment 1"
0,0.854,"Plural","Ungrammatical",1,"Experiment 1"
0,0.853,"Plural","Ungrammatical",1,"Experiment 1"
0,0.852,"Plural","Ungrammatical",1,"Experiment 1"
0,0.85,"Plural","Ungrammatical",1,"Experiment 1"
0,0.849,"Plural","Ungrammatical",1,"Experiment 1"
0,0.848,"Plural","Ungrammatical",1,"Experiment 1"
0,0.847,"Plural","Ungrammatical",1,"Experiment 1"
0,0.846,"Plural","Ungrammatical",1,"Experiment 1"
0,0.844,"Plural","Ungrammatical",1,"Experiment 1"
0,0.843,"Plural","Ungrammatical",1,"Experiment 1"
0,0.842,"Plural","Ungrammatical",1,"Experiment 1"
0,0.84,"Plural","Ungrammatical",1,"Experiment 1"
0,0.839,"Plural","Ungrammatical",1,"Experiment 1"
0,0.838,"Plural","Ungrammatical",1,"Experiment 1"
0,0.837,"Plural","Ungrammatical",1,"Experiment 1"
0,0.835,"Plural","Ungrammatical",1,"Experiment 1"
0,0.834,"Plural","Ungrammatical",1,"Experiment 1"
0,0.833,"Plural","Ungrammatical",1,"Experiment 1"
0,0.831,"Plural","Ungrammatical",1,"Experiment 1"
0,0.83,"Plural","Ungrammatical",1,"Experiment 1"
0,0.829,"Plural","Ungrammatical",1,"Experiment 1"
0,0.828,"Plural","Ungrammatical",1,"Experiment 1"
0,0.826,"Plural","Ungrammatical",1,"Experiment 1"
0,0.825,"Plural","Ungrammatical",1,"Experiment 1"
0,0.824,"Plural","Ungrammatical",1,"Experiment 1"
0,0.822,"Plural","Ungrammatical",1,"Experiment 1"
