"Response","RT","Attractor","Grammaticality","Accuracy","Experiment"
0,1.519,"Singular","Grammatical",0,"Experiment 1"
0,1.283,"Singular","Grammatical",0,"Experiment 1"
0,1.171,"Singular","Grammatical",0,"Experiment 1"
0,1.097,"Singular","Grammatical",0,"Experiment 1"
0,1.04,"Singular","Grammatical",0,"Experiment 1"
0,0.994,"Singular","Grammatical",0,"Experiment 1"
0,0.953,"Singular","Grammatical",0,"Experiment 1"
0,0.918,"Singular","Grammatical",0,"Experiment 1"
0,0.884,"Singular","Grammatical",0,"Experiment 1"
0,0.851,"Singular","Grammatical",0,"Experiment 1"
0,0.817,"Singular","Grammatical",0,"Experiment 1"
0,0.779,"Singular","Grammatical",0,"Experiment 1"
0,0.735,"Singular","Grammatical",0,"Experiment 1"
0,0.676,"Singular","Grammatical",0,"Experiment 1"
1,0.51,"Singular","Grammatical",1,"Experiment 1"
1,0.527,"Singular","Grammatical",1,"Experiment 1"
1,0.534,"Singular","Grammatical",1,"Experiment 1"
1,0.54,"Singular","Grammatical",1,"Experiment 1"
1,0.545,"Singular","Grammatical",1,"Experiment 1"
1,0.549,"Singular","Grammatical",1,"Experiment 1"
1,0.552,"Singular","Grammatical",1,"Experiment 1"
1,0.555,"Singular","Grammatical",1,"Experiment 1"
1,0.558,"Singular","Grammatical",1,"Experiment 1"
1,0.561,"Singular","Grammatical",1,"Experiment 1"
1,0.563,"Singular","Grammatical",1,"Experiment 1"
1,0.565,"Singular","Grammatical",1,"Experiment 1"
1,0.568,"Singular","Grammatical",1,"Experiment 1"
1,0.57,"Singular","Grammatical",1,"Experiment 1"
1,0.572,"Singular","Grammatical",1,"Experiment 1"
1,0.574,"Singular","Grammatical",1,"Experiment 1"
1,0.575,"Singular","Grammatical",1,"Experiment 1"
1,0.577,"Singular","Grammatical",1,"Experiment 1"
1,0.579,"Singular","Grammatical",1,"Experiment 1"
1,0.581,"Singular","Grammatical",1,"Experiment 1"
1,0.582,"Singular","Grammatical",1,"Experiment 1"
1,0.584,"Singular","Grammatical",1,"Experiment 1"
1,0.585,"Singular","Grammatical",1,"Experiment 1"
1,0.587,"Singular","Grammatical",1,"Experiment 1"
1,0.588,"Singular","Grammatical",1,"Experiment 1"
1,0.59,"Singular","Grammatical",1,"Experiment 1"
1,0.591,"Singular","Grammatical",1,"Experiment 1"
1,0.592,"Singular","Grammatical",1,"Experiment 1"
1,0.594,"Singular","Grammatical",1,"Experiment 1"
1,0.595,"Singular","Grammatical",1,"Experiment 1"
1,0.596,"Singular","Grammatical",1,"Experiment 1"
1,0.598,"Singular","Grammatical",1,"Experiment 1"
1,0.599,"Singular","Grammatical",1,"Experiment 1"
1,0.6,"Singular","Grammatical",1,"Experiment 1"
1,0.601,"Singular","Grammatical",1,"Experiment 1"
1,0.603,"Singular","Grammatical",1,"Experiment 1"
1,0.604,"Singular","Grammatical",1,"Experiment 1"
1,0.605,"Singular","Grammatical",1,"Experiment 1"
1,0.606,"Singular","Grammatical",1,"Experiment 1"
1,0.607,"Singular","Grammatical",1,"Experiment 1"
1,0.608,"Singular","Grammatical",1,"Experiment 1"
1,0.609,"Singular","Grammatical",1,"Experiment 1"
1,0.61,"Singular","Grammatical",1,"Experiment 1"
1,0.611,"Singular","Grammatical",1,"Experiment 1"
1,0.612,"Singular","Grammatical",1,"Experiment 1"
1,0.614,"Singular","Grammatical",1,"Experiment 1"
1,0.615,"Singular","Grammatical",1,"Experiment 1"
1,0.616,"Singular","Grammatical",1,"Experiment 1"
1,0.617,"Singular","Grammatical",1,"Experiment 1"
1,0.618,"Singular","Grammatical",1,"Experiment 1"
1,0.619,"Singular","Grammatical",1,"Experiment 1"
1,0.62,"Singular","Grammatical",1,"Experiment 1"
1,0.62,"Singular","Grammatical",1,"Experiment 1"
1,0.621,"Singular","Grammatical",1,"Experiment 1"
1,0.622,"Singular","Grammatical",1,"Experiment 1"
1,0.623,"Singular","Grammatical",1,"Experiment 1"
1,0.624,"Singular","Grammatical",1,"Experiment 1"
1,0.625,"Singular","Grammatical",1,"Experiment 1"
1,0.626,"Singular","Grammatical",1,"Experiment 1"
1,0.627,"Singular","Grammatical",1,"Experiment 1"
1,0.628,"Singular","Grammatical",1,"Experiment 1"
1,0.629,"Singular","Grammatical",1,"Experiment 1"
1,0.63,"Singular","Grammatical",1,"Experiment 1"
1,0.631,"Singular","Grammatical",1,"Experiment 1"
1,0.631,"Singular","Grammatical",1,"Experiment 1"
1,0.632,"Singular","Grammatical",1,"Experiment 1"
1,0.633,"Singular","Grammatical",1,"Experiment 1"
1,0.634,"Singular","Grammatical",1,"Experiment 1"
1,0.635,"Singular","Grammatical",1,"Experiment 1"
1,0.636,"Singular","Grammatical",1,"Experiment 1"
1,0.636,"Singular","Grammatical",1,"Experiment 1"
1,0.637,"Singular","Grammatical",1,"Experiment 1"
1,0.638,"Singular","Grammatical",1,"Experiment 1"
1,0.639,"Singular","Grammatical",1,"Experiment 1"
1,0.64,"Singular","Grammatical",1,"Experiment 1"
1,0.641,"Singular","Grammatical",1,"Experiment 1"
1,0.641,"Singular","Grammatical",1,"Experiment 1"
1,0.642,"Singular","Grammatical",1,"Experiment 1"
1,0.643,"Singular","Grammatical",1,"Experiment 1"
1,0.644,"Singular","Grammatical",1,"Experiment 1"
1,0.645,"Singular","Grammatical",1,"Experiment 1"
1,0.645,"Singular","Grammatical",1,"Experiment 1"
1,0.646,"Singular","Grammatical",1,"Experiment 1"
1,0.647,"Singular","Grammatical",1,"Experiment 1"
1,0.648,"Singular","Grammatical",1,"Experiment 1"
1,0.648,"Singular","Grammatical",1,"Experiment 1"
1,0.649,"Singular","Grammatical",1,"Experiment 1"
1,0.65,"Singular","Grammatical",1,"Experiment 1"
1,0.651,"Singular","Grammatical",1,"Experiment 1"
1,0.651,"Singular","Grammatical",1,"Experiment 1"
1,0.652,"Singular","Grammatical",1,"Experiment 1"
1,0.653,"Singular","Grammatical",1,"Experiment 1"
1,0.654,"Singular","Grammatical",1,"Experiment 1"
1,0.654,"Singular","Grammatical",1,"Experiment 1"
1,0.655,"Singular","Grammatical",1,"Experiment 1"
1,0.656,"Singular","Grammatical",1,"Experiment 1"
1,0.656,"Singular","Grammatical",1,"Experiment 1"
1,0.657,"Singular","Grammatical",1,"Experiment 1"
1,0.658,"Singular","Grammatical",1,"Experiment 1"
1,0.659,"Singular","Grammatical",1,"Experiment 1"
1,0.659,"Singular","Grammatical",1,"Experiment 1"
1,0.66,"Singular","Grammatical",1,"Experiment 1"
1,0.661,"Singular","Grammatical",1,"Experiment 1"
1,0.661,"Singular","Grammatical",1,"Experiment 1"
1,0.662,"Singular","Grammatical",1,"Experiment 1"
1,0.663,"Singular","Grammatical",1,"Experiment 1"
1,0.663,"Singular","Grammatical",1,"Experiment 1"
1,0.664,"Singular","Grammatical",1,"Experiment 1"
1,0.665,"Singular","Grammatical",1,"Experiment 1"
1,0.666,"Singular","Grammatical",1,"Experiment 1"
1,0.666,"Singular","Grammatical",1,"Experiment 1"
1,0.667,"Singular","Grammatical",1,"Experiment 1"
1,0.668,"Singular","Grammatical",1,"Experiment 1"
1,0.668,"Singular","Grammatical",1,"Experiment 1"
1,0.669,"Singular","Grammatical",1,"Experiment 1"
1,0.67,"Singular","Grammatical",1,"Experiment 1"
1,0.67,"Singular","Grammatical",1,"Experiment 1"
1,0.671,"Singular","Grammatical",1,"Experiment 1"
1,0.671,"Singular","Grammatical",1,"Experiment 1"
1,0.672,"Singular","Grammatical",1,"Experiment 1"
1,0.673,"Singular","Grammatical",1,"Experiment 1"
1,0.673,"Singular","Grammatical",1,"Experiment 1"
1,0.674,"Singular","Grammatical",1,"Experiment 1"
1,0.675,"Singular","Grammatical",1,"Experiment 1"
1,0.675,"Singular","Grammatical",1,"Experiment 1"
1,0.676,"Singular","Grammatical",1,"Experiment 1"
1,0.677,"Singular","Grammatical",1,"Experiment 1"
1,0.677,"Singular","Grammatical",1,"Experiment 1"
1,0.678,"Singular","Grammatical",1,"Experiment 1"
1,0.679,"Singular","Grammatical",1,"Experiment 1"
1,0.679,"Singular","Grammatical",1,"Experiment 1"
1,0.68,"Singular","Grammatical",1,"Experiment 1"
1,0.68,"Singular","Grammatical",1,"Experiment 1"
1,0.681,"Singular","Grammatical",1,"Experiment 1"
1,0.682,"Singular","Grammatical",1,"Experiment 1"
1,0.682,"Singular","Grammatical",1,"Experiment 1"
1,0.683,"Singular","Grammatical",1,"Experiment 1"
1,0.684,"Singular","Grammatical",1,"Experiment 1"
1,0.684,"Singular","Grammatical",1,"Experiment 1"
1,0.685,"Singular","Grammatical",1,"Experiment 1"
1,0.685,"Singular","Grammatical",1,"Experiment 1"
1,0.686,"Singular","Grammatical",1,"Experiment 1"
1,0.687,"Singular","Grammatical",1,"Experiment 1"
1,0.687,"Singular","Grammatical",1,"Experiment 1"
1,0.688,"Singular","Grammatical",1,"Experiment 1"
1,0.688,"Singular","Grammatical",1,"Experiment 1"
1,0.689,"Singular","Grammatical",1,"Experiment 1"
1,0.69,"Singular","Grammatical",1,"Experiment 1"
1,0.69,"Singular","Grammatical",1,"Experiment 1"
1,0.691,"Singular","Grammatical",1,"Experiment 1"
1,0.691,"Singular","Grammatical",1,"Experiment 1"
1,0.692,"Singular","Grammatical",1,"Experiment 1"
1,0.693,"Singular","Grammatical",1,"Experiment 1"
1,0.693,"Singular","Grammatical",1,"Experiment 1"
1,0.694,"Singular","Grammatical",1,"Experiment 1"
1,0.694,"Singular","Grammatical",1,"Experiment 1"
1,0.695,"Singular","Grammatical",1,"Experiment 1"
1,0.695,"Singular","Grammatical",1,"Experiment 1"
1,0.696,"Singular","Grammatical",1,"Experiment 1"
1,0.697,"Singular","Grammatical",1,"Experiment 1"
1,0.697,"Singular","Grammatical",1,"Experiment 1"
1,0.698,"Singular","Grammatical",1,"Experiment 1"
1,0.698,"Singular","Grammatical",1,"Experiment 1"
1,0.699,"Singular","Grammatical",1,"Experiment 1"
1,0.699,"Singular","Grammatical",1,"Experiment 1"
1,0.7,"Singular","Grammatical",1,"Experiment 1"
1,0.701,"Singular","Grammatical",1,"Experiment 1"
1,0.701,"Singular","Grammatical",1,"Experiment 1"
1,0.702,"Singular","Grammatical",1,"Experiment 1"
1,0.702,"Singular","Grammatical",1,"Experiment 1"
1,0.703,"Singular","Grammatical",1,"Experiment 1"
1,0.703,"Singular","Grammatical",1,"Experiment 1"
1,0.704,"Singular","Grammatical",1,"Experiment 1"
1,0.705,"Singular","Grammatical",1,"Experiment 1"
1,0.705,"Singular","Grammatical",1,"Experiment 1"
1,0.706,"Singular","Grammatical",1,"Experiment 1"
1,0.706,"Singular","Grammatical",1,"Experiment 1"
1,0.707,"Singular","Grammatical",1,"Experiment 1"
1,0.707,"Singular","Grammatical",1,"Experiment 1"
1,0.708,"Singular","Grammatical",1,"Experiment 1"
1,0.708,"Singular","Grammatical",1,"Experiment 1"
1,0.709,"Singular","Grammatical",1,"Experiment 1"
1,0.71,"Singular","Grammatical",1,"Experiment 1"
1,0.71,"Singular","Grammatical",1,"Experiment 1"
1,0.711,"Singular","Grammatical",1,"Experiment 1"
1,0.711,"Singular","Grammatical",1,"Experiment 1"
1,0.712,"Singular","Grammatical",1,"Experiment 1"
1,0.712,"Singular","Grammatical",1,"Experiment 1"
1,0.713,"Singular","Grammatical",1,"Experiment 1"
1,0.713,"Singular","Grammatical",1,"Experiment 1"
1,0.714,"Singular","Grammatical",1,"Experiment 1"
1,0.714,"Singular","Grammatical",1,"Experiment 1"
1,0.715,"Singular","Grammatical",1,"Experiment 1"
1,0.715,"Singular","Grammatical",1,"Experiment 1"
1,0.716,"Singular","Grammatical",1,"Experiment 1"
1,0.717,"Singular","Grammatical",1,"Experiment 1"
1,0.717,"Singular","Grammatical",1,"Experiment 1"
1,0.718,"Singular","Grammatical",1,"Experiment 1"
1,0.718,"Singular","Grammatical",1,"Experiment 1"
1,0.719,"Singular","Grammatical",1,"Experiment 1"
1,0.719,"Singular","Grammatical",1,"Experiment 1"
1,0.72,"Singular","Grammatical",1,"Experiment 1"
1,0.72,"Singular","Grammatical",1,"Experiment 1"
1,0.721,"Singular","Grammatical",1,"Experiment 1"
1,0.721,"Singular","Grammatical",1,"Experiment 1"
1,0.722,"Singular","Grammatical",1,"Experiment 1"
1,0.722,"Singular","Grammatical",1,"Experiment 1"
1,0.723,"Singular","Grammatical",1,"Experiment 1"
1,0.723,"Singular","Grammatical",1,"Experiment 1"
1,0.724,"Singular","Grammatical",1,"Experiment 1"
1,0.724,"Singular","Grammatical",1,"Experiment 1"
1,0.725,"Singular","Grammatical",1,"Experiment 1"
1,0.725,"Singular","Grammatical",1,"Experiment 1"
1,0.726,"Singular","Grammatical",1,"Experiment 1"
1,0.726,"Singular","Grammatical",1,"Experiment 1"
1,0.727,"Singular","Grammatical",1,"Experiment 1"
1,0.727,"Singular","Grammatical",1,"Experiment 1"
1,0.728,"Singular","Grammatical",1,"Experiment 1"
1,0.729,"Singular","Grammatical",1,"Experiment 1"
1,0.729,"Singular","Grammatical",1,"Experiment 1"
1,0.73,"Singular","Grammatical",1,"Experiment 1"
1,0.73,"Singular","Grammatical",1,"Experiment 1"
1,0.731,"Singular","Grammatical",1,"Experiment 1"
1,0.731,"Singular","Grammatical",1,"Experiment 1"
1,0.732,"Singular","Grammatical",1,"Experiment 1"
1,0.732,"Singular","Grammatical",1,"Experiment 1"
1,0.733,"Singular","Grammatical",1,"Experiment 1"
1,0.733,"Singular","Grammatical",1,"Experiment 1"
1,0.734,"Singular","Grammatical",1,"Experiment 1"
1,0.734,"Singular","Grammatical",1,"Experiment 1"
1,0.735,"Singular","Grammatical",1,"Experiment 1"
1,0.735,"Singular","Grammatical",1,"Experiment 1"
1,0.736,"Singular","Grammatical",1,"Experiment 1"
1,0.736,"Singular","Grammatical",1,"Experiment 1"
1,0.737,"Singular","Grammatical",1,"Experiment 1"
1,0.737,"Singular","Grammatical",1,"Experiment 1"
1,0.738,"Singular","Grammatical",1,"Experiment 1"
1,0.738,"Singular","Grammatical",1,"Experiment 1"
1,0.739,"Singular","Grammatical",1,"Experiment 1"
1,0.739,"Singular","Grammatical",1,"Experiment 1"
1,0.74,"Singular","Grammatical",1,"Experiment 1"
1,0.74,"Singular","Grammatical",1,"Experiment 1"
1,0.741,"Singular","Grammatical",1,"Experiment 1"
1,0.741,"Singular","Grammatical",1,"Experiment 1"
1,0.742,"Singular","Grammatical",1,"Experiment 1"
1,0.742,"Singular","Grammatical",1,"Experiment 1"
1,0.742,"Singular","Grammatical",1,"Experiment 1"
1,0.743,"Singular","Grammatical",1,"Experiment 1"
1,0.743,"Singular","Grammatical",1,"Experiment 1"
1,0.744,"Singular","Grammatical",1,"Experiment 1"
1,0.744,"Singular","Grammatical",1,"Experiment 1"
1,0.745,"Singular","Grammatical",1,"Experiment 1"
1,0.745,"Singular","Grammatical",1,"Experiment 1"
1,0.746,"Singular","Grammatical",1,"Experiment 1"
1,0.746,"Singular","Grammatical",1,"Experiment 1"
1,0.747,"Singular","Grammatical",1,"Experiment 1"
1,0.747,"Singular","Grammatical",1,"Experiment 1"
1,0.748,"Singular","Grammatical",1,"Experiment 1"
1,0.748,"Singular","Grammatical",1,"Experiment 1"
1,0.749,"Singular","Grammatical",1,"Experiment 1"
1,0.749,"Singular","Grammatical",1,"Experiment 1"
1,0.75,"Singular","Grammatical",1,"Experiment 1"
1,0.75,"Singular","Grammatical",1,"Experiment 1"
1,0.751,"Singular","Grammatical",1,"Experiment 1"
1,0.751,"Singular","Grammatical",1,"Experiment 1"
1,0.752,"Singular","Grammatical",1,"Experiment 1"
1,0.752,"Singular","Grammatical",1,"Experiment 1"
1,0.753,"Singular","Grammatical",1,"Experiment 1"
1,0.753,"Singular","Grammatical",1,"Experiment 1"
1,0.754,"Singular","Grammatical",1,"Experiment 1"
1,0.754,"Singular","Grammatical",1,"Experiment 1"
1,0.755,"Singular","Grammatical",1,"Experiment 1"
1,0.755,"Singular","Grammatical",1,"Experiment 1"
1,0.755,"Singular","Grammatical",1,"Experiment 1"
1,0.756,"Singular","Grammatical",1,"Experiment 1"
1,0.756,"Singular","Grammatical",1,"Experiment 1"
1,0.757,"Singular","Grammatical",1,"Experiment 1"
1,0.757,"Singular","Grammatical",1,"Experiment 1"
1,0.758,"Singular","Grammatical",1,"Experiment 1"
1,0.758,"Singular","Grammatical",1,"Experiment 1"
1,0.759,"Singular","Grammatical",1,"Experiment 1"
1,0.759,"Singular","Grammatical",1,"Experiment 1"
1,0.76,"Singular","Grammatical",1,"Experiment 1"
1,0.76,"Singular","Grammatical",1,"Experiment 1"
1,0.761,"Singular","Grammatical",1,"Experiment 1"
1,0.761,"Singular","Grammatical",1,"Experiment 1"
1,0.762,"Singular","Grammatical",1,"Experiment 1"
1,0.762,"Singular","Grammatical",1,"Experiment 1"
1,0.762,"Singular","Grammatical",1,"Experiment 1"
1,0.763,"Singular","Grammatical",1,"Experiment 1"
1,0.763,"Singular","Grammatical",1,"Experiment 1"
1,0.764,"Singular","Grammatical",1,"Experiment 1"
1,0.764,"Singular","Grammatical",1,"Experiment 1"
1,0.765,"Singular","Grammatical",1,"Experiment 1"
1,0.765,"Singular","Grammatical",1,"Experiment 1"
1,0.766,"Singular","Grammatical",1,"Experiment 1"
1,0.766,"Singular","Grammatical",1,"Experiment 1"
1,0.767,"Singular","Grammatical",1,"Experiment 1"
1,0.767,"Singular","Grammatical",1,"Experiment 1"
1,0.768,"Singular","Grammatical",1,"Experiment 1"
1,0.768,"Singular","Grammatical",1,"Experiment 1"
1,0.768,"Singular","Grammatical",1,"Experiment 1"
1,0.769,"Singular","Grammatical",1,"Experiment 1"
1,0.769,"Singular","Grammatical",1,"Experiment 1"
1,0.77,"Singular","Grammatical",1,"Experiment 1"
1,0.77,"Singular","Grammatical",1,"Experiment 1"
1,0.771,"Singular","Grammatical",1,"Experiment 1"
1,0.771,"Singular","Grammatical",1,"Experiment 1"
1,0.772,"Singular","Grammatical",1,"Experiment 1"
1,0.772,"Singular","Grammatical",1,"Experiment 1"
1,0.773,"Singular","Grammatical",1,"Experiment 1"
1,0.773,"Singular","Grammatical",1,"Experiment 1"
1,0.773,"Singular","Grammatical",1,"Experiment 1"
1,0.774,"Singular","Grammatical",1,"Experiment 1"
1,0.774,"Singular","Grammatical",1,"Experiment 1"
1,0.775,"Singular","Grammatical",1,"Experiment 1"
1,0.775,"Singular","Grammatical",1,"Experiment 1"
1,0.776,"Singular","Grammatical",1,"Experiment 1"
1,0.776,"Singular","Grammatical",1,"Experiment 1"
1,0.777,"Singular","Grammatical",1,"Experiment 1"
1,0.777,"Singular","Grammatical",1,"Experiment 1"
1,0.777,"Singular","Grammatical",1,"Experiment 1"
1,0.778,"Singular","Grammatical",1,"Experiment 1"
1,0.778,"Singular","Grammatical",1,"Experiment 1"
1,0.779,"Singular","Grammatical",1,"Experiment 1"
1,0.779,"Singular","Grammatical",1,"Experiment 1"
1,0.78,"Singular","Grammatical",1,"Experiment 1"
1,0.78,"Singular","Grammatical",1,"Experiment 1"
1,0.781,"Singular","Grammatical",1,"Experiment 1"
1,0.781,"Singular","Grammatical",1,"Experiment 1"
1,0.781,"Singular","Grammatical",1,"Experiment 1"
1,0.782,"Singular","Grammatical",1,"Experiment 1"
1,0.782,"Singular","Grammatical",1,"Experiment 1"
1,0.783,"Singular","Grammatical",1,"Experiment 1"
1,0.783,"Singular","Grammatical",1,"Experiment 1"
1,0.784,"Singular","Grammatical",1,"Experiment 1"
1,0.784,"Singular","Grammatical",1,"Experiment 1"
1,0.785,"Singular","Grammatical",1,"Experiment 1"
1,0.785,"Singular","Grammatical",1,"Experiment 1"
1,0.785,"Singular","Grammatical",1,"Experiment 1"
1,0.786,"Singular","Grammatical",1,"Experiment 1"
1,0.786,"Singular","Grammatical",1,"Experiment 1"
1,0.787,"Singular","Grammatical",1,"Experiment 1"
1,0.787,"Singular","Grammatical",1,"Experiment 1"
1,0.788,"Singular","Grammatical",1,"Experiment 1"
1,0.788,"Singular","Grammatical",1,"Experiment 1"
1,0.788,"Singular","Grammatical",1,"Experiment 1"
1,0.789,"Singular","Grammatical",1,"Experiment 1"
1,0.789,"Singular","Grammatical",1,"Experiment 1"
1,0.79,"Singular","Grammatical",1,"Experiment 1"
1,0.79,"Singular","Grammatical",1,"Experiment 1"
1,0.791,"Singular","Grammatical",1,"Experiment 1"
1,0.791,"Singular","Grammatical",1,"Experiment 1"
1,0.792,"Singular","Grammatical",1,"Experiment 1"
1,0.792,"Singular","Grammatical",1,"Experiment 1"
1,0.792,"Singular","Grammatical",1,"Experiment 1"
1,0.793,"Singular","Grammatical",1,"Experiment 1"
1,0.793,"Singular","Grammatical",1,"Experiment 1"
1,0.794,"Singular","Grammatical",1,"Experiment 1"
1,0.794,"Singular","Grammatical",1,"Experiment 1"
1,0.795,"Singular","Grammatical",1,"Experiment 1"
1,0.795,"Singular","Grammatical",1,"Experiment 1"
1,0.795,"Singular","Grammatical",1,"Experiment 1"
1,0.796,"Singular","Grammatical",1,"Experiment 1"
1,0.796,"Singular","Grammatical",1,"Experiment 1"
1,0.797,"Singular","Grammatical",1,"Experiment 1"
1,0.797,"Singular","Grammatical",1,"Experiment 1"
1,0.798,"Singular","Grammatical",1,"Experiment 1"
1,0.798,"Singular","Grammatical",1,"Experiment 1"
1,0.798,"Singular","Grammatical",1,"Experiment 1"
1,0.799,"Singular","Grammatical",1,"Experiment 1"
1,0.799,"Singular","Grammatical",1,"Experiment 1"
1,0.8,"Singular","Grammatical",1,"Experiment 1"
1,0.8,"Singular","Grammatical",1,"Experiment 1"
1,0.801,"Singular","Grammatical",1,"Experiment 1"
1,0.801,"Singular","Grammatical",1,"Experiment 1"
1,0.801,"Singular","Grammatical",1,"Experiment 1"
1,0.802,"Singular","Grammatical",1,"Experiment 1"
1,0.802,"Singular","Grammatical",1,"Experiment 1"
1,0.803,"Singular","Grammatical",1,"Experiment 1"
1,0.803,"Singular","Grammatical",1,"Experiment 1"
1,0.804,"Singular","Grammatical",1,"Experiment 1"
1,0.804,"Singular","Grammatical",1,"Experiment 1"
1,0.804,"Singular","Grammatical",1,"Experiment 1"
1,0.805,"Singular","Grammatical",1,"Experiment 1"
1,0.805,"Singular","Grammatical",1,"Experiment 1"
1,0.806,"Singular","Grammatical",1,"Experiment 1"
1,0.806,"Singular","Grammatical",1,"Experiment 1"
1,0.807,"Singular","Grammatical",1,"Experiment 1"
1,0.807,"Singular","Grammatical",1,"Experiment 1"
1,0.807,"Singular","Grammatical",1,"Experiment 1"
1,0.808,"Singular","Grammatical",1,"Experiment 1"
1,0.808,"Singular","Grammatical",1,"Experiment 1"
1,0.809,"Singular","Grammatical",1,"Experiment 1"
1,0.809,"Singular","Grammatical",1,"Experiment 1"
1,0.809,"Singular","Grammatical",1,"Experiment 1"
1,0.81,"Singular","Grammatical",1,"Experiment 1"
1,0.81,"Singular","Grammatical",1,"Experiment 1"
1,0.811,"Singular","Grammatical",1,"Experiment 1"
1,0.811,"Singular","Grammatical",1,"Experiment 1"
1,0.812,"Singular","Grammatical",1,"Experiment 1"
1,0.812,"Singular","Grammatical",1,"Experiment 1"
1,0.812,"Singular","Grammatical",1,"Experiment 1"
1,0.813,"Singular","Grammatical",1,"Experiment 1"
1,0.813,"Singular","Grammatical",1,"Experiment 1"
1,0.814,"Singular","Grammatical",1,"Experiment 1"
1,0.814,"Singular","Grammatical",1,"Experiment 1"
1,0.815,"Singular","Grammatical",1,"Experiment 1"
1,0.815,"Singular","Grammatical",1,"Experiment 1"
1,0.815,"Singular","Grammatical",1,"Experiment 1"
1,0.816,"Singular","Grammatical",1,"Experiment 1"
1,0.816,"Singular","Grammatical",1,"Experiment 1"
1,0.817,"Singular","Grammatical",1,"Experiment 1"
1,0.817,"Singular","Grammatical",1,"Experiment 1"
1,0.817,"Singular","Grammatical",1,"Experiment 1"
1,0.818,"Singular","Grammatical",1,"Experiment 1"
1,0.818,"Singular","Grammatical",1,"Experiment 1"
1,0.819,"Singular","Grammatical",1,"Experiment 1"
1,0.819,"Singular","Grammatical",1,"Experiment 1"
1,0.82,"Singular","Grammatical",1,"Experiment 1"
1,0.82,"Singular","Grammatical",1,"Experiment 1"
1,0.82,"Singular","Grammatical",1,"Experiment 1"
1,0.821,"Singular","Grammatical",1,"Experiment 1"
1,0.821,"Singular","Grammatical",1,"Experiment 1"
1,0.822,"Singular","Grammatical",1,"Experiment 1"
1,0.822,"Singular","Grammatical",1,"Experiment 1"
1,0.823,"Singular","Grammatical",1,"Experiment 1"
1,0.823,"Singular","Grammatical",1,"Experiment 1"
1,0.823,"Singular","Grammatical",1,"Experiment 1"
1,0.824,"Singular","Grammatical",1,"Experiment 1"
1,0.824,"Singular","Grammatical",1,"Experiment 1"
1,0.825,"Singular","Grammatical",1,"Experiment 1"
1,0.825,"Singular","Grammatical",1,"Experiment 1"
1,0.825,"Singular","Grammatical",1,"Experiment 1"
1,0.826,"Singular","Grammatical",1,"Experiment 1"
1,0.826,"Singular","Grammatical",1,"Experiment 1"
1,0.827,"Singular","Grammatical",1,"Experiment 1"
1,0.827,"Singular","Grammatical",1,"Experiment 1"
1,0.828,"Singular","Grammatical",1,"Experiment 1"
1,0.828,"Singular","Grammatical",1,"Experiment 1"
1,0.828,"Singular","Grammatical",1,"Experiment 1"
1,0.829,"Singular","Grammatical",1,"Experiment 1"
1,0.829,"Singular","Grammatical",1,"Experiment 1"
1,0.83,"Singular","Grammatical",1,"Experiment 1"
1,0.83,"Singular","Grammatical",1,"Experiment 1"
1,0.831,"Singular","Grammatical",1,"Experiment 1"
1,0.831,"Singular","Grammatical",1,"Experiment 1"
1,0.831,"Singular","Grammatical",1,"Experiment 1"
1,0.832,"Singular","Grammatical",1,"Experiment 1"
1,0.832,"Singular","Grammatical",1,"Experiment 1"
1,0.833,"Singular","Grammatical",1,"Experiment 1"
1,0.833,"Singular","Grammatical",1,"Experiment 1"
1,0.834,"Singular","Grammatical",1,"Experiment 1"
1,0.834,"Singular","Grammatical",1,"Experiment 1"
1,0.834,"Singular","Grammatical",1,"Experiment 1"
1,0.835,"Singular","Grammatical",1,"Experiment 1"
1,0.835,"Singular","Grammatical",1,"Experiment 1"
1,0.836,"Singular","Grammatical",1,"Experiment 1"
1,0.836,"Singular","Grammatical",1,"Experiment 1"
1,0.836,"Singular","Grammatical",1,"Experiment 1"
1,0.837,"Singular","Grammatical",1,"Experiment 1"
1,0.837,"Singular","Grammatical",1,"Experiment 1"
1,0.838,"Singular","Grammatical",1,"Experiment 1"
1,0.838,"Singular","Grammatical",1,"Experiment 1"
1,0.839,"Singular","Grammatical",1,"Experiment 1"
1,0.839,"Singular","Grammatical",1,"Experiment 1"
1,0.839,"Singular","Grammatical",1,"Experiment 1"
1,0.84,"Singular","Grammatical",1,"Experiment 1"
1,0.84,"Singular","Grammatical",1,"Experiment 1"
1,0.841,"Singular","Grammatical",1,"Experiment 1"
1,0.841,"Singular","Grammatical",1,"Experiment 1"
1,0.842,"Singular","Grammatical",1,"Experiment 1"
1,0.842,"Singular","Grammatical",1,"Experiment 1"
1,0.842,"Singular","Grammatical",1,"Experiment 1"
1,0.843,"Singular","Grammatical",1,"Experiment 1"
1,0.843,"Singular","Grammatical",1,"Experiment 1"
1,0.844,"Singular","Grammatical",1,"Experiment 1"
1,0.844,"Singular","Grammatical",1,"Experiment 1"
1,0.845,"Singular","Grammatical",1,"Experiment 1"
1,0.845,"Singular","Grammatical",1,"Experiment 1"
1,0.846,"Singular","Grammatical",1,"Experiment 1"
1,0.846,"Singular","Grammatical",1,"Experiment 1"
1,0.846,"Singular","Grammatical",1,"Experiment 1"
1,0.847,"Singular","Grammatical",1,"Experiment 1"
