"subj","item","condition","sentence","rt","Verb","Experiment","Attractor","Grammaticality","Accuracy"
"101",4,4,"The picture on the postcards frequently amaze",1163.68198395,"Lexical","Experiment 2","Plural","Ungrammatical",1
"101",21,1,"The record from the singer frequently plays",779.709815979,"Lexical","Experiment 2","Singular","Grammatical",1
"101",52,4,"The claim by the judges needlessly provoke",862.958192825,"Lexical","Experiment 2","Plural","Ungrammatical",0
"101",53,1,"The paper from the student clearly succeeds",713.65404129,"Lexical","Experiment 2","Singular","Grammatical",1
"101",27,3,"The worker at the factory never steal",1081.21299744,"Lexical","Experiment 2","Singular","Ungrammatical",1
"101",19,3,"The argument about the bill never end",1032.0110321,"Lexical","Experiment 2","Singular","Ungrammatical",0
"101",40,4,"The teacher with the certificates frequently rant",980.628013611,"Lexical","Experiment 2","Plural","Ungrammatical",0
"101",12,4,"The check from the stockbrokers always clear",1548.65980148,"Lexical","Experiment 2","Plural","Ungrammatical",1
"101",54,2,"The envelope for the applications always rips",1064.07189369,"Lexical","Experiment 2","Plural","Grammatical",1
"101",10,2,"The letter from the lawyers supposedly intimidates",979.853153229,"Lexical","Experiment 2","Plural","Grammatical",1
"101",1,1,"The slogan on the poster really surprises",678.642034531,"Lexical","Experiment 2","Singular","Grammatical",1
"101",25,1,"The leader of the riot frequently resists",897.592067719,"Lexical","Experiment 2","Singular","Grammatical",1
"101",7,3,"The typo in the book always confuse",996.522903442,"Lexical","Experiment 2","Singular","Ungrammatical",1
"101",16,4,"The student with the backpacks probably study",779.807090759,"Lexical","Experiment 2","Plural","Ungrammatical",1
"101",49,1,"The lane for the bus apparently helps",764.236927032,"Lexical","Experiment 2","Singular","Grammatical",1
"101",9,1,"The memo from the accountant usually bores",813.362121582,"Lexical","Experiment 2","Singular","Grammatical",1
"101",2,2,"The label on the bottles usually rips",1281.58187866,"Lexical","Experiment 2","Plural","Grammatical",1
"101",20,4,"The map of the creeks always confuse",796.662092209,"Lexical","Experiment 2","Plural","Ungrammatical",1
"101",17,1,"The paycheck for the maid always arrives",830.461978912,"Lexical","Experiment 2","Singular","Grammatical",1
"101",39,3,"The composer of the opera never speak",729.287862778,"Lexical","Experiment 2","Singular","Ungrammatical",1
"101",37,1,"The star of the musical always sings",730.488061905,"Lexical","Experiment 2","Singular","Grammatical",1
"101",45,1,"The volunteer in the village frequently dreams",698.346853256,"Lexical","Experiment 2","Singular","Grammatical",1
"110",58,3,"The bill from the accountant always arrive",847.383975983,"Lexical","Experiment 2","Singular","Ungrammatical",1
"110",49,2,"The lane for the buses apparently helps",931.486845016,"Lexical","Experiment 2","Plural","Grammatical",1
"110",5,2,"The problem with the schools unfortunately remains",797.597885132,"Lexical","Experiment 2","Plural","Grammatical",1
"110",25,2,"The leader of the riots frequently resists",730.443954468,"Lexical","Experiment 2","Plural","Grammatical",1
"110",54,3,"The envelope for the application always rip",1064.74614143,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",51,4,"The proposal about the parks supposedly work",579.498052597,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",22,3,"The manager of the archive probably remember",1130.671978,"Lexical","Experiment 2","Singular","Ungrammatical",1
"110",17,2,"The paycheck for the maids always arrives",797.36995697,"Lexical","Experiment 2","Plural","Grammatical",1
"110",31,4,"The soldier by the tanks impatiently wait",664.136886597,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",34,3,"The input from the consultant always interfere",780.39598465,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",21,2,"The record from the singers frequently plays",1196.44999504,"Lexical","Experiment 2","Plural","Grammatical",1
"110",59,4,"The friend of the nurses frequently visit",880.40804863,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",32,1,"The office of the accountant apparently stinks",646.636009216,"Lexical","Experiment 2","Singular","Grammatical",1
"110",23,4,"The pamphlet from the agencies foolishly plagiarize",611.157894135,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",16,1,"The student with the backpack probably studies",646.106004715,"Lexical","Experiment 2","Singular","Grammatical",1
"110",2,3,"The label on the bottle usually rip",547.758102417,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",28,1,"The advisor of the student carefully reads",565.623044968,"Lexical","Experiment 2","Singular","Grammatical",1
"110",41,2,"The editor of the books hardly works",663.299798965,"Lexical","Experiment 2","Plural","Grammatical",1
"110",12,1,"The check from the stockbroker always clears",914.279222488,"Lexical","Experiment 2","Singular","Grammatical",1
"110",7,4,"The typo in the books always confuse",1046.38910294,"Lexical","Experiment 2","Plural","Ungrammatical",1
"110",9,2,"The memo from the accountants usually bores",897.093057632,"Lexical","Experiment 2","Plural","Grammatical",0
"110",45,2,"The volunteer in the villages frequently dreams",546.946048737,"Lexical","Experiment 2","Plural","Grammatical",1
"110",56,1,"The helicopter of the executive never crashes",1063.75002861,"Lexical","Experiment 2","Singular","Grammatical",1
"110",26,3,"The light in the hallway unexpectedly change",864.310026169,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",8,1,"The neighborhood with the museum always recovers",764.747858047,"Lexical","Experiment 2","Singular","Grammatical",1
"110",53,2,"The paper from the students clearly succeeds",997.017860413,"Lexical","Experiment 2","Plural","Grammatical",1
"110",10,3,"The letter from the lawyer supposedly intimidate",1180.1431179,"Lexical","Experiment 2","Singular","Ungrammatical",1
"110",3,4,"The wall with the advertisements often change",665.506124496,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",60,1,"The museum with the sculpture always amazes",729.737043381,"Lexical","Experiment 2","Singular","Grammatical",1
"110",13,2,"The door to the offices unfortunately sticks",879.463911057,"Lexical","Experiment 2","Plural","Grammatical",1
"110",52,1,"The claim by the judge needlessly provokes",996.141910553,"Lexical","Experiment 2","Singular","Grammatical",1
"110",33,2,"The actor in the films sometimes cries",713.407039642,"Lexical","Experiment 2","Plural","Grammatical",1
"110",15,4,"The apartment with the leaks allegedly stink",1197.36790657,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",42,3,"The applicant for the award supposedly astonish",830.900192261,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",38,3,"The picture of the politician apparently offend",1181.00905418,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",6,3,"The car near the garage frequently stall",898.979187012,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",47,4,"The dream about the castles frequently repeat",779.932022095,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",11,4,"The warning from the experts never change",730.623006821,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",43,4,"The office with the computers still smell",664.262056351,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",44,1,"The demonstrator at the rally repeatedly yells",729.462862015,"Lexical","Experiment 2","Singular","Grammatical",1
"110",18,3,"The paint on the fence often change",763.931035995,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",37,2,"The star of the musicals always sings",630.097150803,"Lexical","Experiment 2","Plural","Grammatical",1
"110",50,3,"The announcement about the game never play",846.978902817,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",1,2,"The slogan on the posters really surprises",1045.67098618,"Lexical","Experiment 2","Plural","Grammatical",0
"110",55,4,"The advertisement for the clubs always work",679.622888565,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",19,4,"The argument about the bills never end",698.042869568,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",40,1,"The teacher with the certificate frequently rants",630.032062531,"Lexical","Experiment 2","Singular","Grammatical",1
"110",36,1,"The courier with the message usually runs",798.116922379,"Lexical","Experiment 2","Singular","Grammatical",1
"110",20,1,"The map of the creek always confuses",579.209089279,"Lexical","Experiment 2","Singular","Grammatical",1
"110",30,3,"The memo for the executive suddenly end",647.613048553,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",48,1,"The story about the goat always delights",681.206941605,"Lexical","Experiment 2","Singular","Grammatical",1
"110",39,4,"The composer of the operas never speak",664.01720047,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",24,1,"The service by the preacher potentially helps",747.472047806,"Lexical","Experiment 2","Singular","Grammatical",1
"110",57,2,"The contract for the actors rarely satisfies",764.628887177,"Lexical","Experiment 2","Plural","Grammatical",1
"110",46,3,"The assistant to the politician sometimes interject",745.316982269,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",4,1,"The picture on the postcard frequently amazes",814.14604187,"Lexical","Experiment 2","Singular","Grammatical",1
"110",35,4,"The assistant for the labs rarely sleep",647.027015686,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",14,3,"The entrance to the laboratory unexpectedly close",714.577913284,"Lexical","Experiment 2","Singular","Ungrammatical",0
"110",27,4,"The worker at the factories never steal",815.124034882,"Lexical","Experiment 2","Plural","Ungrammatical",0
"110",29,2,"The principal of the schools rarely snaps",730.097055435,"Lexical","Experiment 2","Plural","Grammatical",1
"111",43,1,"The office with the computer still smells",1782.03296661,"Lexical","Experiment 2","Singular","Grammatical",1
"111",16,2,"The student with the backpacks probably studies",1113.05689812,"Lexical","Experiment 2","Plural","Grammatical",1
"111",50,4,"The announcement about the games never play",1181.10203743,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",1,3,"The slogan on the poster really surprise",879.719018936,"Lexical","Experiment 2","Singular","Ungrammatical",1
"111",58,4,"The bill from the accountants always arrive",914.553880692,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",5,3,"The problem with the school unfortunately remain",1148.7557888,"Lexical","Experiment 2","Singular","Ungrammatical",0
"111",2,4,"The label on the bottles usually rip",797.852993011,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",25,3,"The leader of the riot frequently resist",1348.3839035,"Lexical","Experiment 2","Singular","Ungrammatical",0
"111",36,2,"The courier with the messages usually runs",1097.55587578,"Lexical","Experiment 2","Plural","Grammatical",0
"111",37,3,"The star of the musical always sing",1082.18789101,"Lexical","Experiment 2","Singular","Ungrammatical",0
"111",30,4,"The memo for the executives suddenly end",1147.88794518,"Lexical","Experiment 2","Plural","Ungrammatical",1
"111",35,1,"The assistant for the lab rarely sleeps",546.96393013,"Lexical","Experiment 2","Singular","Grammatical",1
"111",48,2,"The story about the goats always delights",1965.48080444,"Lexical","Experiment 2","Plural","Grammatical",0
"111",4,2,"The picture on the postcards frequently amazes",696.285009384,"Lexical","Experiment 2","Plural","Grammatical",0
"111",27,1,"The worker at the factory never steals",915.404081345,"Lexical","Experiment 2","Singular","Grammatical",1
"111",9,3,"The memo from the accountant usually bore",782.280921936,"Lexical","Experiment 2","Singular","Ungrammatical",1
"111",34,4,"The input from the consultants always interfere",1948.33111763,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",3,1,"The wall with the advertisement often changes",997.328042984,"Lexical","Experiment 2","Singular","Grammatical",1
"111",26,4,"The light in the hallways unexpectedly change",1280.80201149,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",51,1,"The proposal about the park supposedly works",1197.14784622,"Lexical","Experiment 2","Singular","Grammatical",1
"111",45,3,"The volunteer in the village frequently dream",1582.13686943,"Lexical","Experiment 2","Singular","Ungrammatical",1
"111",7,1,"The typo in the book always confuses",1129.74596024,"Lexical","Experiment 2","Singular","Grammatical",0
"111",23,1,"The pamphlet from the agency foolishly plagiarizes",1712.16917038,"Lexical","Experiment 2","Singular","Grammatical",1
"111",8,2,"The neighborhood with the museums always recovers",2299.4248867,"Lexical","Experiment 2","Plural","Grammatical",1
"111",6,4,"The car near the garages frequently stall",2233.67094994,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",39,1,"The composer of the opera never speaks",999000,"Lexical","Experiment 2","Singular","Grammatical",0
"111",28,2,"The advisor of the students carefully reads",1498.19517136,"Lexical","Experiment 2","Plural","Grammatical",0
"111",22,4,"The manager of the archives probably remember",1429.98099327,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",19,1,"The argument about the bill never ends",714.43605423,"Lexical","Experiment 2","Singular","Grammatical",1
"111",52,2,"The claim by the judges needlessly provokes",1547.99580574,"Lexical","Experiment 2","Plural","Grammatical",1
"111",57,3,"The contract for the actor rarely satisfy",981.056213379,"Lexical","Experiment 2","Singular","Ungrammatical",1
"111",12,2,"The check from the stockbrokers always clears",2248.27885628,"Lexical","Experiment 2","Plural","Grammatical",0
"111",41,3,"The editor of the book hardly work",1932.33203888,"Lexical","Experiment 2","Singular","Ungrammatical",1
"111",59,1,"The friend of the nurse frequently visits",714.994907379,"Lexical","Experiment 2","Singular","Grammatical",1
"111",49,3,"The lane for the bus apparently help",1699.03898239,"Lexical","Experiment 2","Singular","Ungrammatical",0
"111",11,1,"The warning from the expert never changes",730.942964554,"Lexical","Experiment 2","Singular","Grammatical",1
"111",40,2,"The teacher with the certificates frequently rants",2265.71011543,"Lexical","Experiment 2","Plural","Grammatical",0
"111",54,4,"The envelope for the applications always rip",1147.95804024,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",20,2,"The map of the creeks always confuses",745.938062668,"Lexical","Experiment 2","Plural","Grammatical",0
"111",46,4,"The assistant to the politicians sometimes interject",1396.03185654,"Lexical","Experiment 2","Plural","Ungrammatical",1
"111",32,2,"The office of the accountants apparently stinks",897.107839584,"Lexical","Experiment 2","Plural","Grammatical",1
"111",55,1,"The advertisement for the club always works",796.175003052,"Lexical","Experiment 2","Singular","Grammatical",1
"111",56,2,"The helicopter of the executives never crashes",1598.57010841,"Lexical","Experiment 2","Plural","Grammatical",1
"111",21,3,"The record from the singer frequently play",914.217948914,"Lexical","Experiment 2","Singular","Ungrammatical",1
"111",42,4,"The applicant for the awards supposedly astonish",1364.8250103,"Lexical","Experiment 2","Plural","Ungrammatical",1
"111",24,2,"The service by the preachers potentially helps",830.729007721,"Lexical","Experiment 2","Plural","Grammatical",1
"111",33,3,"The actor in the film sometimes cry",847.927808762,"Lexical","Experiment 2","Singular","Ungrammatical",0
"111",13,3,"The door to the office unfortunately stick",1414.17193413,"Lexical","Experiment 2","Singular","Ungrammatical",1
"111",15,1,"The apartment with the leak allegedly stinks",1013.85593414,"Lexical","Experiment 2","Singular","Grammatical",1
"111",18,4,"The paint on the fences often change",1548.19202423,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",60,2,"The museum with the sculptures always amazes",1296.59605026,"Lexical","Experiment 2","Plural","Grammatical",0
"111",38,4,"The picture of the politicians apparently offend",1082.27801323,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",10,4,"The letter from the lawyers supposedly intimidate",880.876779556,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",53,3,"The paper from the student clearly succeed",1414.48402405,"Lexical","Experiment 2","Singular","Ungrammatical",1
"111",29,3,"The principal of the school rarely snap",1215.22688866,"Lexical","Experiment 2","Singular","Ungrammatical",1
"111",31,1,"The soldier by the tank impatiently waits",964.058160782,"Lexical","Experiment 2","Singular","Grammatical",1
"111",17,3,"The paycheck for the maid always arrive",830.348968506,"Lexical","Experiment 2","Singular","Ungrammatical",0
"111",14,4,"The entrance to the laboratories unexpectedly close",780.796051025,"Lexical","Experiment 2","Plural","Ungrammatical",0
"111",44,2,"The demonstrator at the rallies repeatedly yells",1330.17396927,"Lexical","Experiment 2","Plural","Grammatical",1
"111",47,1,"The dream about the castle frequently repeats",880.200147629,"Lexical","Experiment 2","Singular","Grammatical",1
"112",27,2,"The worker at the factories never steals",1081.86793327,"Lexical","Experiment 2","Plural","Grammatical",0
"112",55,2,"The advertisement for the clubs always works",946.436166763,"Lexical","Experiment 2","Plural","Grammatical",1
"112",53,4,"The paper from the students clearly succeed",1613.18707466,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",9,4,"The memo from the accountants usually bore",1080.63793182,"Lexical","Experiment 2","Plural","Ungrammatical",1
"112",50,1,"The announcement about the game never plays",912.727832794,"Lexical","Experiment 2","Singular","Grammatical",1
"112",5,4,"The problem with the schools unfortunately remain",1148.01311493,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",17,4,"The paycheck for the maids always arrive",796.883106232,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",1,4,"The slogan on the posters really surprise",1180.25898933,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",18,1,"The paint on the fence often changes",647.277116776,"Lexical","Experiment 2","Singular","Grammatical",1
"112",42,1,"The applicant for the award supposedly astonishes",1031.69107437,"Lexical","Experiment 2","Singular","Grammatical",1
"112",19,2,"The argument about the bills never ends",730.647087097,"Lexical","Experiment 2","Plural","Grammatical",1
"112",60,3,"The museum with the sculpture always amaze",1365.19694328,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",45,4,"The volunteer in the villages frequently dream",1029.88505363,"Lexical","Experiment 2","Plural","Ungrammatical",1
"112",52,3,"The claim by the judge needlessly provoke",863.263845444,"Lexical","Experiment 2","Singular","Ungrammatical",1
"112",26,1,"The light in the hallway unexpectedly changes",646.655082703,"Lexical","Experiment 2","Singular","Grammatical",1
"112",10,1,"The letter from the lawyer supposedly intimidates",1530.9510231,"Lexical","Experiment 2","Singular","Grammatical",0
"112",20,3,"The map of the creek always confuse",897.067070007,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",49,4,"The lane for the buses apparently help",780.382871628,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",58,1,"The bill from the accountant always arrives",713.793992996,"Lexical","Experiment 2","Singular","Grammatical",1
"112",8,3,"The neighborhood with the museum always recover",881.114006042,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",34,1,"The input from the consultant always interferes",1314.50819969,"Lexical","Experiment 2","Singular","Grammatical",1
"112",4,3,"The picture on the postcard frequently amaze",996.541023254,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",48,3,"The story about the goat always delight",764.917850494,"Lexical","Experiment 2","Singular","Ungrammatical",1
"112",51,2,"The proposal about the parks supposedly works",1063.71498108,"Lexical","Experiment 2","Plural","Grammatical",1
"112",38,1,"The picture of the politician apparently offends",897.457122803,"Lexical","Experiment 2","Singular","Grammatical",1
"112",7,2,"The typo in the books always confuses",996.59204483,"Lexical","Experiment 2","Plural","Grammatical",1
"112",33,4,"The actor in the films sometimes cry",1030.85899353,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",40,3,"The teacher with the certificate frequently rant",1264.80388641,"Lexical","Experiment 2","Singular","Ungrammatical",1
"112",39,2,"The composer of the operas never speaks",746.37389183,"Lexical","Experiment 2","Plural","Grammatical",1
"112",35,2,"The assistant for the labs rarely sleeps",847.711086273,"Lexical","Experiment 2","Plural","Grammatical",1
"112",22,1,"The manager of the archive probably remembers",795.665025711,"Lexical","Experiment 2","Singular","Grammatical",1
"112",13,4,"The door to the offices unfortunately stick",1497.67303467,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",57,4,"The contract for the actors rarely satisfy",863.182067871,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",41,4,"The editor of the books hardly work",1998.74591827,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",46,1,"The assistant to the politician sometimes interjects",1412.85705566,"Lexical","Experiment 2","Singular","Grammatical",1
"112",47,2,"The dream about the castles frequently repeats",1064.62407112,"Lexical","Experiment 2","Plural","Grammatical",0
"112",12,3,"The check from the stockbroker always clear",1798.49600792,"Lexical","Experiment 2","Singular","Ungrammatical",1
"112",15,2,"The apartment with the leaks allegedly stinks",829.245090485,"Lexical","Experiment 2","Plural","Grammatical",1
"112",28,3,"The advisor of the student carefully read",1347.85199165,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",44,3,"The demonstrator at the rally repeatedly yell",964.312076569,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",24,3,"The service by the preacher potentially help",898.444890976,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",59,2,"The friend of the nurses frequently visits",830.44219017,"Lexical","Experiment 2","Plural","Grammatical",1
"112",29,4,"The principal of the schools rarely snap",1148.25296402,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",32,3,"The office of the accountant apparently stink",880.795001984,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",54,1,"The envelope for the application always rips",597.607135773,"Lexical","Experiment 2","Singular","Grammatical",1
"112",14,1,"The entrance to the laboratory unexpectedly closes",731.112003326,"Lexical","Experiment 2","Singular","Grammatical",1
"112",23,2,"The pamphlet from the agencies foolishly plagiarizes",980.015993118,"Lexical","Experiment 2","Plural","Grammatical",1
"112",21,4,"The record from the singers frequently play",763.082027435,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",6,1,"The car near the garage frequently stalls",781.319141388,"Lexical","Experiment 2","Singular","Grammatical",0
"112",11,2,"The warning from the experts never changes",663.833856583,"Lexical","Experiment 2","Plural","Grammatical",1
"112",2,1,"The label on the bottle usually rips",781.50510788,"Lexical","Experiment 2","Singular","Grammatical",1
"112",16,3,"The student with the backpack probably study",779.15096283,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",37,4,"The star of the musicals always sing",948.423147202,"Lexical","Experiment 2","Plural","Ungrammatical",0
"112",43,2,"The office with the computers still smells",680.976867676,"Lexical","Experiment 2","Plural","Grammatical",1
"112",30,1,"The memo for the executive suddenly ends",547.648906708,"Lexical","Experiment 2","Singular","Grammatical",1
"112",56,3,"The helicopter of the executive never crash",1247.76411057,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",36,3,"The courier with the message usually run",764.153003693,"Lexical","Experiment 2","Singular","Ungrammatical",0
"112",31,2,"The soldier by the tanks impatiently waits",1214.84899521,"Lexical","Experiment 2","Plural","Grammatical",1
"112",3,2,"The wall with the advertisements often changes",964.374065399,"Lexical","Experiment 2","Plural","Grammatical",1
"112",25,4,"The leader of the riots frequently resist",1515.25187492,"Lexical","Experiment 2","Plural","Ungrammatical",0
"113",19,3,"The argument about the bill never end",864.506959915,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",20,4,"The map of the creeks always confuse",629.725933075,"Lexical","Experiment 2","Plural","Ungrammatical",1
"113",29,1,"The principal of the school rarely snaps",1614.82691765,"Lexical","Experiment 2","Singular","Grammatical",1
"113",59,3,"The friend of the nurse frequently visit",880.158901215,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",53,1,"The paper from the student clearly succeeds",1013.21816444,"Lexical","Experiment 2","Singular","Grammatical",0
"113",30,2,"The memo for the executives suddenly ends",764.710903168,"Lexical","Experiment 2","Plural","Grammatical",0
"113",23,3,"The pamphlet from the agency foolishly plagiarize",977.972984314,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",56,4,"The helicopter of the executives never crash",1381.2930584,"Lexical","Experiment 2","Plural","Ungrammatical",0
"113",35,3,"The assistant for the lab rarely sleep",1114.61400986,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",3,3,"The wall with the advertisement often change",680.489063263,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",14,2,"The entrance to the laboratories unexpectedly closes",1531.39281273,"Lexical","Experiment 2","Plural","Grammatical",1
"113",47,3,"The dream about the castle frequently repeat",965.181827545,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",43,3,"The office with the computer still smell",1181.61988258,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",11,3,"The warning from the expert never change",947.948932648,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",58,2,"The bill from the accountants always arrives",948.037862778,"Lexical","Experiment 2","Plural","Grammatical",1
"113",41,1,"The editor of the book hardly works",1213.4578228,"Lexical","Experiment 2","Singular","Grammatical",1
"113",60,4,"The museum with the sculptures always amaze",1998.94595146,"Lexical","Experiment 2","Plural","Ungrammatical",1
"113",37,1,"The star of the musical always sings",696.870803833,"Lexical","Experiment 2","Singular","Grammatical",0
"113",55,3,"The advertisement for the club always work",1065.49191475,"Lexical","Experiment 2","Singular","Ungrammatical",0
"113",45,1,"The volunteer in the village frequently dreams",647.361040115,"Lexical","Experiment 2","Singular","Grammatical",1
"113",13,1,"The door to the office unfortunately sticks",930.095911026,"Lexical","Experiment 2","Singular","Grammatical",1
"113",48,4,"The story about the goats always delight",1331.68506622,"Lexical","Experiment 2","Plural","Ungrammatical",1
"113",31,3,"The soldier by the tank impatiently wait",881.463050842,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",54,2,"The envelope for the applications always rips",697.199106216,"Lexical","Experiment 2","Plural","Grammatical",0
"113",2,2,"The label on the bottles usually rips",1065.25802612,"Lexical","Experiment 2","Plural","Grammatical",1
"113",16,4,"The student with the backpacks probably study",896.925926208,"Lexical","Experiment 2","Plural","Ungrammatical",1
"113",34,2,"The input from the consultants always interferes",1230.7779789,"Lexical","Experiment 2","Plural","Grammatical",1
"113",8,4,"The neighborhood with the museums always recover",946.887016296,"Lexical","Experiment 2","Plural","Ungrammatical",1
"113",42,2,"The applicant for the awards supposedly astonishes",1063.0300045,"Lexical","Experiment 2","Plural","Grammatical",0
"113",24,4,"The service by the preachers potentially help",1198.56500626,"Lexical","Experiment 2","Plural","Ungrammatical",0
"113",46,2,"The assistant to the politicians sometimes interjects",962.317943573,"Lexical","Experiment 2","Plural","Grammatical",1
"113",12,4,"The check from the stockbrokers always clear",831.047058105,"Lexical","Experiment 2","Plural","Ungrammatical",0
"113",27,3,"The worker at the factory never steal",1665.29417038,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",5,1,"The problem with the school unfortunately remains",1715.3980732,"Lexical","Experiment 2","Singular","Grammatical",1
"113",21,1,"The record from the singer frequently plays",847.15795517,"Lexical","Experiment 2","Singular","Grammatical",1
"113",33,1,"The actor in the film sometimes cries",580.311059952,"Lexical","Experiment 2","Singular","Grammatical",1
"113",1,1,"The slogan on the poster really surprises",862.549066544,"Lexical","Experiment 2","Singular","Grammatical",1
"113",52,4,"The claim by the judges needlessly provoke",980.99899292,"Lexical","Experiment 2","Plural","Ungrammatical",1
"113",40,4,"The teacher with the certificates frequently rant",864.183187485,"Lexical","Experiment 2","Plural","Ungrammatical",1
"113",9,1,"The memo from the accountant usually bores",713.515043259,"Lexical","Experiment 2","Singular","Grammatical",0
"113",6,2,"The car near the garages frequently stalls",697.499990463,"Lexical","Experiment 2","Plural","Grammatical",0
"113",26,2,"The light in the hallways unexpectedly changes",1163.94495964,"Lexical","Experiment 2","Plural","Grammatical",0
"113",22,2,"The manager of the archives probably remembers",1496.67692184,"Lexical","Experiment 2","Plural","Grammatical",0
"113",49,1,"The lane for the bus apparently helps",814.116001129,"Lexical","Experiment 2","Singular","Grammatical",1
"113",44,4,"The demonstrator at the rallies repeatedly yell",847.37610817,"Lexical","Experiment 2","Plural","Ungrammatical",0
"113",4,4,"The picture on the postcards frequently amaze",662.847042084,"Lexical","Experiment 2","Plural","Ungrammatical",0
"113",10,2,"The letter from the lawyers supposedly intimidates",963.892936707,"Lexical","Experiment 2","Plural","Grammatical",1
"113",17,1,"The paycheck for the maid always arrives",1598.11401367,"Lexical","Experiment 2","Singular","Grammatical",1
"113",28,4,"The advisor of the students carefully read",1464.60390091,"Lexical","Experiment 2","Plural","Ungrammatical",1
"113",50,2,"The announcement about the games never plays",746.437072754,"Lexical","Experiment 2","Plural","Grammatical",0
"113",15,3,"The apartment with the leak allegedly stink",830.540895462,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",51,3,"The proposal about the park supposedly work",731.338977814,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",39,3,"The composer of the opera never speak",1047.35016823,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",36,4,"The courier with the messages usually run",1081.1111927,"Lexical","Experiment 2","Plural","Ungrammatical",1
"113",57,1,"The contract for the actor rarely satisfies",846.814155579,"Lexical","Experiment 2","Singular","Grammatical",1
"113",7,3,"The typo in the book always confuse",913.058042526,"Lexical","Experiment 2","Singular","Ungrammatical",1
"113",18,2,"The paint on the fences often changes",913.918018341,"Lexical","Experiment 2","Plural","Grammatical",1
