"","V1","V2","Attractor","Grammaticality","Experiment"
"6168",-3.39,0.000401309650655519,"Match","Ungrammatical","Experiment 2"
"6169",-3.38,0.000413291622763284,"Match","Ungrammatical","Experiment 2"
"6170",-3.37,0.000425631436250949,"Match","Ungrammatical","Experiment 2"
"6171",-3.36,0.000438340570931982,"Match","Ungrammatical","Experiment 2"
"6172",-3.35,0.00045142800690152,"Match","Ungrammatical","Experiment 2"
"6173",-3.34,0.000464906846102442,"Match","Ungrammatical","Experiment 2"
"6174",-3.33,0.000478788428446825,"Match","Ungrammatical","Experiment 2"
"6175",-3.32,0.000493083458972535,"Match","Ungrammatical","Experiment 2"
"6176",-3.31,0.000507806510792944,"Match","Ungrammatical","Experiment 2"
"6177",-3.3,0.000522968540635155,"Match","Ungrammatical","Experiment 2"
"6178",-3.29,0.000538582747951165,"Match","Ungrammatical","Experiment 2"
"6179",-3.28,0.000554664604089224,"Match","Ungrammatical","Experiment 2"
"6180",-3.27,0.000571225329154653,"Match","Ungrammatical","Experiment 2"
"6181",-3.26,0.000588280623498941,"Match","Ungrammatical","Experiment 2"
"6182",-3.25,0.000605846384055484,"Match","Ungrammatical","Experiment 2"
"6183",-3.24,0.00062393500725882,"Match","Ungrammatical","Experiment 2"
"6184",-3.23,0.000642564584810046,"Match","Ungrammatical","Experiment 2"
"6185",-3.22,0.000661750836374177,"Match","Ungrammatical","Experiment 2"
"6186",-3.21,0.000681508515449288,"Match","Ungrammatical","Experiment 2"
"6187",-3.2,0.000701857767493656,"Match","Ungrammatical","Experiment 2"
"6188",-3.19,0.000722813772491561,"Match","Ungrammatical","Experiment 2"
"6189",-3.18,0.00074439472836227,"Match","Ungrammatical","Experiment 2"
"6190",-3.17,0.00076662204133388,"Match","Ungrammatical","Experiment 2"
"6191",-3.16,0.000789511229812647,"Match","Ungrammatical","Experiment 2"
"6192",-3.15,0.000813083957968696,"Match","Ungrammatical","Experiment 2"
"6193",-3.14,0.000837362238962327,"Match","Ungrammatical","Experiment 2"
"6194",-3.13,0.000862363186011459,"Match","Ungrammatical","Experiment 2"
"6195",-3.12,0.000888111780488846,"Match","Ungrammatical","Experiment 2"
"6196",-3.11,0.000914629812748082,"Match","Ungrammatical","Experiment 2"
"6197",-3.1,0.00094193761649642,"Match","Ungrammatical","Experiment 2"
"6198",-3.09,0.000970063039378731,"Match","Ungrammatical","Experiment 2"
"6199",-3.08,0.000999027113242749,"Match","Ungrammatical","Experiment 2"
"6200",-3.07,0.0010288549267581,"Match","Ungrammatical","Experiment 2"
"6201",-3.06,0.00105957609714687,"Match","Ungrammatical","Experiment 2"
"6202",-3.05,0.00109121208870905,"Match","Ungrammatical","Experiment 2"
"6203",-3.04,0.00112379279426279,"Match","Ungrammatical","Experiment 2"
"6204",-3.03,0.00115734869570811,"Match","Ungrammatical","Experiment 2"
"6205",-3.02,0.00119190341879993,"Match","Ungrammatical","Experiment 2"
"6206",-3.01,0.00122749145776386,"Match","Ungrammatical","Experiment 2"
"6207",-3,0.00126414301717922,"Match","Ungrammatical","Experiment 2"
"6208",-2.99,0.00130188612252577,"Match","Ungrammatical","Experiment 2"
"6209",-2.98,0.00134075926721023,"Match","Ungrammatical","Experiment 2"
"6210",-2.97,0.00138079159187205,"Match","Ungrammatical","Experiment 2"
"6211",-2.96,0.00142201768436128,"Match","Ungrammatical","Experiment 2"
"6212",-2.95,0.00146447852173339,"Match","Ungrammatical","Experiment 2"
"6213",-2.94,0.00150820379368537,"Match","Ungrammatical","Experiment 2"
"6214",-2.93,0.00155323474640289,"Match","Ungrammatical","Experiment 2"
"6215",-2.92,0.00159961358765231,"Match","Ungrammatical","Experiment 2"
"6216",-2.91,0.00164737293555493,"Match","Ungrammatical","Experiment 2"
"6217",-2.9,0.00169656041892171,"Match","Ungrammatical","Experiment 2"
"6218",-2.89,0.0017472179044774,"Match","Ungrammatical","Experiment 2"
"6219",-2.88,0.00179938402043898,"Match","Ungrammatical","Experiment 2"
"6220",-2.87,0.0018531119740614,"Match","Ungrammatical","Experiment 2"
"6221",-2.86,0.00190844214254583,"Match","Ungrammatical","Experiment 2"
"6222",-2.85,0.0019654222084499,"Match","Ungrammatical","Experiment 2"
"6223",-2.84,0.0020241088647856,"Match","Ungrammatical","Experiment 2"
"6224",-2.83,0.00208454318056488,"Match","Ungrammatical","Experiment 2"
"6225",-2.82,0.00214678206635367,"Match","Ungrammatical","Experiment 2"
"6226",-2.81,0.00221088396529288,"Match","Ungrammatical","Experiment 2"
"6227",-2.8,0.00227689391252944,"Match","Ungrammatical","Experiment 2"
"6228",-2.79,0.00234487767178846,"Match","Ungrammatical","Experiment 2"
"6229",-2.78,0.00241489327313767,"Match","Ungrammatical","Experiment 2"
"6230",-2.77,0.00248699396069405,"Match","Ungrammatical","Experiment 2"
"6231",-2.76,0.00256125327758949,"Match","Ungrammatical","Experiment 2"
"6232",-2.75,0.00263772717237436,"Match","Ungrammatical","Experiment 2"
"6233",-2.74,0.0027164813783778,"Match","Ungrammatical","Experiment 2"
"6234",-2.73,0.00279759433077066,"Match","Ungrammatical","Experiment 2"
"6235",-2.72,0.00288112284184429,"Match","Ungrammatical","Experiment 2"
"6236",-2.71,0.00296714543413606,"Match","Ungrammatical","Experiment 2"
"6237",-2.7,0.00305574302949581,"Match","Ungrammatical","Experiment 2"
"6238",-2.69,0.00314697780980543,"Match","Ungrammatical","Experiment 2"
"6239",-2.68,0.00324094057730844,"Match","Ungrammatical","Experiment 2"
"6240",-2.67,0.00333771176335835,"Match","Ungrammatical","Experiment 2"
"6241",-2.66,0.00343736476089941,"Match","Ungrammatical","Experiment 2"
"6242",-2.65,0.00354000121829646,"Match","Ungrammatical","Experiment 2"
"6243",-2.64,0.00364569866328371,"Match","Ungrammatical","Experiment 2"
"6244",-2.63,0.00375454771126365,"Match","Ungrammatical","Experiment 2"
"6245",-2.62,0.00386665687604654,"Match","Ungrammatical","Experiment 2"
"6246",-2.61,0.00398210475177329,"Match","Ungrammatical","Experiment 2"
"6247",-2.6,0.00410099967832118,"Match","Ungrammatical","Experiment 2"
"6248",-2.59,0.00422345369992967,"Match","Ungrammatical","Experiment 2"
"6249",-2.58,0.00434955267764888,"Match","Ungrammatical","Experiment 2"
"6250",-2.57,0.00447942198350081,"Match","Ungrammatical","Experiment 2"
"6251",-2.56,0.00461317309477598,"Match","Ungrammatical","Experiment 2"
"6252",-2.55,0.00475090718182809,"Match","Ungrammatical","Experiment 2"
"6253",-2.54,0.00489276473489733,"Match","Ungrammatical","Experiment 2"
"6254",-2.53,0.00503885318788502,"Match","Ungrammatical","Experiment 2"
"6255",-2.52,0.00518929745423399,"Match","Ungrammatical","Experiment 2"
"6256",-2.51,0.00534424765880552,"Match","Ungrammatical","Experiment 2"
"6257",-2.5,0.00550381253385394,"Match","Ungrammatical","Experiment 2"
"6258",-2.49,0.00566814155677848,"Match","Ungrammatical","Experiment 2"
"6259",-2.48,0.00583738986103612,"Match","Ungrammatical","Experiment 2"
"6260",-2.47,0.00601167600967297,"Match","Ungrammatical","Experiment 2"
"6261",-2.46,0.00619117310357445,"Match","Ungrammatical","Experiment 2"
"6262",-2.45,0.00637603564579547,"Match","Ungrammatical","Experiment 2"
"6263",-2.44,0.00656640310269791,"Match","Ungrammatical","Experiment 2"
"6264",-2.43,0.00676246964346494,"Match","Ungrammatical","Experiment 2"
"6265",-2.42,0.00696438415018447,"Match","Ungrammatical","Experiment 2"
"6266",-2.41,0.00717231881289598,"Match","Ungrammatical","Experiment 2"
"6267",-2.4,0.00738648132121438,"Match","Ungrammatical","Experiment 2"
"6268",-2.39,0.00760702210985488,"Match","Ungrammatical","Experiment 2"
"6269",-2.38,0.00783414741130114,"Match","Ungrammatical","Experiment 2"
"6270",-2.37,0.00806807201600846,"Match","Ungrammatical","Experiment 2"
"6271",-2.36,0.00830895965265012,"Match","Ungrammatical","Experiment 2"
"6272",-2.35,0.00855704931907245,"Match","Ungrammatical","Experiment 2"
"6273",-2.34,0.00881255514603077,"Match","Ungrammatical","Experiment 2"
"6274",-2.33,0.0090756694004929,"Match","Ungrammatical","Experiment 2"
"6275",-2.32,0.00934666043431001,"Match","Ungrammatical","Experiment 2"
"6276",-2.31,0.00962573457737842,"Match","Ungrammatical","Experiment 2"
"6277",-2.3,0.00991312918582008,"Match","Ungrammatical","Experiment 2"
"6278",-2.29,0.0102091315847804,"Match","Ungrammatical","Experiment 2"
"6279",-2.28,0.010513949917053,"Match","Ungrammatical","Experiment 2"
"6280",-2.27,0.0108278687173449,"Match","Ungrammatical","Experiment 2"
"6281",-2.26,0.0111511853717456,"Match","Ungrammatical","Experiment 2"
"6282",-2.25,0.0114841259930211,"Match","Ungrammatical","Experiment 2"
"6283",-2.24,0.0118270205610888,"Match","Ungrammatical","Experiment 2"
"6284",-2.23,0.0121801658428659,"Match","Ungrammatical","Experiment 2"
"6285",-2.22,0.0125438269093197,"Match","Ungrammatical","Experiment 2"
"6286",-2.21,0.0129183746310577,"Match","Ungrammatical","Experiment 2"
"6287",-2.2,0.0133040949672282,"Match","Ungrammatical","Experiment 2"
"6288",-2.19,0.0137013151003573,"Match","Ungrammatical","Experiment 2"
"6289",-2.18,0.0141104325269269,"Match","Ungrammatical","Experiment 2"
"6290",-2.17,0.0145317352536426,"Match","Ungrammatical","Experiment 2"
"6291",-2.16,0.0149656158481734,"Match","Ungrammatical","Experiment 2"
"6292",-2.15,0.0154124860546831,"Match","Ungrammatical","Experiment 2"
"6293",-2.14,0.0158726581613574,"Match","Ungrammatical","Experiment 2"
"6294",-2.13,0.0163465877698144,"Match","Ungrammatical","Experiment 2"
"6295",-2.12,0.0168346861740561,"Match","Ungrammatical","Experiment 2"
"6296",-2.11,0.0173373188410707,"Match","Ungrammatical","Experiment 2"
"6297",-2.1,0.0178549983256579,"Match","Ungrammatical","Experiment 2"
"6298",-2.09,0.0183881209741848,"Match","Ungrammatical","Experiment 2"
"6299",-2.08,0.018937137794616,"Match","Ungrammatical","Experiment 2"
"6300",-2.07,0.019502598709668,"Match","Ungrammatical","Experiment 2"
"6301",-2.06,0.0200849022668051,"Match","Ungrammatical","Experiment 2"
"6302",-2.05,0.0206845900971152,"Match","Ungrammatical","Experiment 2"
"6303",-2.04,0.0213022322925851,"Match","Ungrammatical","Experiment 2"
"6304",-2.03,0.0219382601995777,"Match","Ungrammatical","Experiment 2"
"6305",-2.02,0.0225933028862258,"Match","Ungrammatical","Experiment 2"
"6306",-2.01,0.0232679303871351,"Match","Ungrammatical","Experiment 2"
"6307",-2,0.0239626466373491,"Match","Ungrammatical","Experiment 2"
"6308",-1.99,0.0246781600243727,"Match","Ungrammatical","Experiment 2"
"6309",-1.98,0.0254150199477808,"Match","Ungrammatical","Experiment 2"
"6310",-1.97,0.0261738481302807,"Match","Ungrammatical","Experiment 2"
"6311",-1.96,0.0269554054130433,"Match","Ungrammatical","Experiment 2"
"6312",-1.95,0.0277602433777771,"Match","Ungrammatical","Experiment 2"
"6313",-1.94,0.028589109366112,"Match","Ungrammatical","Experiment 2"
"6314",-1.93,0.0294427927678015,"Match","Ungrammatical","Experiment 2"
"6315",-1.92,0.0303218894590649,"Match","Ungrammatical","Experiment 2"
"6316",-1.91,0.0312272680901784,"Match","Ungrammatical","Experiment 2"
"6317",-1.9,0.0321597187648465,"Match","Ungrammatical","Experiment 2"
"6318",-1.89,0.0331199364501235,"Match","Ungrammatical","Experiment 2"
"6319",-1.88,0.0341089002718104,"Match","Ungrammatical","Experiment 2"
"6320",-1.87,0.0351273719061494,"Match","Ungrammatical","Experiment 2"
"6321",-1.86,0.0361762084987226,"Match","Ungrammatical","Experiment 2"
"6322",-1.85,0.0372564628343989,"Match","Ungrammatical","Experiment 2"
"6323",-1.84,0.0383688984378355,"Match","Ungrammatical","Experiment 2"
"6324",-1.83,0.0395145466292621,"Match","Ungrammatical","Experiment 2"
"6325",-1.82,0.040694500615458,"Match","Ungrammatical","Experiment 2"
"6326",-1.81,0.0419095837419048,"Match","Ungrammatical","Experiment 2"
"6327",-1.8,0.0431609956895059,"Match","Ungrammatical","Experiment 2"
"6328",-1.79,0.0444498317836605,"Match","Ungrammatical","Experiment 2"
"6329",-1.78,0.0457770506757116,"Match","Ungrammatical","Experiment 2"
"6330",-1.77,0.0471440059631257,"Match","Ungrammatical","Experiment 2"
"6331",-1.76,0.0485517539063818,"Match","Ungrammatical","Experiment 2"
"6332",-1.75,0.0500014764828603,"Match","Ungrammatical","Experiment 2"
"6333",-1.74,0.0514946308088532,"Match","Ungrammatical","Experiment 2"
"6334",-1.73,0.0530322741366809,"Match","Ungrammatical","Experiment 2"
"6335",-1.72,0.0546158300656167,"Match","Ungrammatical","Experiment 2"
"6336",-1.71,0.0562468130070734,"Match","Ungrammatical","Experiment 2"
"6337",-1.7,0.0579263610432781,"Match","Ungrammatical","Experiment 2"
"6338",-1.69,0.0596561315947515,"Match","Ungrammatical","Experiment 2"
"6339",-1.68,0.0614376436595095,"Match","Ungrammatical","Experiment 2"
"6340",-1.67,0.0632722201930225,"Match","Ungrammatical","Experiment 2"
"6341",-1.66,0.0651617332145661,"Match","Ungrammatical","Experiment 2"
"6342",-1.65,0.0671076482130419,"Match","Ungrammatical","Experiment 2"
"6343",-1.64,0.0691115958179403,"Match","Ungrammatical","Experiment 2"
"6344",-1.63,0.0711755937435544,"Match","Ungrammatical","Experiment 2"
"6345",-1.62,0.073301106808972,"Match","Ungrammatical","Experiment 2"
"6346",-1.61,0.0754901011459132,"Match","Ungrammatical","Experiment 2"
"6347",-1.6,0.0777446758646781,"Match","Ungrammatical","Experiment 2"
"6348",-1.59,0.0800664051444996,"Match","Ungrammatical","Experiment 2"
"6349",-1.58,0.0824575802451137,"Match","Ungrammatical","Experiment 2"
"6350",-1.57,0.0849203091312744,"Match","Ungrammatical","Experiment 2"
"6351",-1.56,0.0874564188859267,"Match","Ungrammatical","Experiment 2"
"6352",-1.55,0.0900685003922356,"Match","Ungrammatical","Experiment 2"
"6353",-1.54,0.0927585886256377,"Match","Ungrammatical","Experiment 2"
"6354",-1.53,0.0955289349722766,"Match","Ungrammatical","Experiment 2"
"6355",-1.52,0.0983823358381531,"Match","Ungrammatical","Experiment 2"
"6356",-1.51,0.101320822682006,"Match","Ungrammatical","Experiment 2"
"6357",-1.5,0.104347113442164,"Match","Ungrammatical","Experiment 2"
"6358",-1.49,0.107464120530571,"Match","Ungrammatical","Experiment 2"
"6359",-1.48,0.110674023670867,"Match","Ungrammatical","Experiment 2"
"6360",-1.47,0.113979993665596,"Match","Ungrammatical","Experiment 2"
"6361",-1.46,0.117384958970907,"Match","Ungrammatical","Experiment 2"
"6362",-1.45,0.120891445829145,"Match","Ungrammatical","Experiment 2"
"6363",-1.44,0.124503044048884,"Match","Ungrammatical","Experiment 2"
"6364",-1.43,0.128222582791945,"Match","Ungrammatical","Experiment 2"
"6365",-1.42,0.132053174089308,"Match","Ungrammatical","Experiment 2"
"6366",-1.41,0.135998698047345,"Match","Ungrammatical","Experiment 2"
"6367",-1.4,0.140061975337347,"Match","Ungrammatical","Experiment 2"
"6368",-1.39,0.144246767392236,"Match","Ungrammatical","Experiment 2"
"6369",-1.38,0.148557119278647,"Match","Ungrammatical","Experiment 2"
"6370",-1.37,0.152996052374597,"Match","Ungrammatical","Experiment 2"
"6371",-1.36,0.157567958648831,"Match","Ungrammatical","Experiment 2"
"6372",-1.35,0.162276909255043,"Match","Ungrammatical","Experiment 2"
"6373",-1.34,0.167126399433311,"Match","Ungrammatical","Experiment 2"
"6374",-1.33,0.172121404756298,"Match","Ungrammatical","Experiment 2"
"6375",-1.32,0.177265858570124,"Match","Ungrammatical","Experiment 2"
"6376",-1.31,0.182564061605819,"Match","Ungrammatical","Experiment 2"
"6377",-1.3,0.188021393322691,"Match","Ungrammatical","Experiment 2"
"6378",-1.29,0.19364176492063,"Match","Ungrammatical","Experiment 2"
"6379",-1.28,0.199430372595058,"Match","Ungrammatical","Experiment 2"
"6380",-1.27,0.20539281781524,"Match","Ungrammatical","Experiment 2"
"6381",-1.26,0.211533272994478,"Match","Ungrammatical","Experiment 2"
"6382",-1.25,0.217857792761405,"Match","Ungrammatical","Experiment 2"
"6383",-1.24,0.224371998166545,"Match","Ungrammatical","Experiment 2"
"6384",-1.23,0.231080687533501,"Match","Ungrammatical","Experiment 2"
"6385",-1.22,0.237990687788136,"Match","Ungrammatical","Experiment 2"
"6386",-1.21,0.24510739480518,"Match","Ungrammatical","Experiment 2"
"6387",-1.2,0.25243666434854,"Match","Ungrammatical","Experiment 2"
"6388",-1.19,0.259985810339681,"Match","Ungrammatical","Experiment 2"
"6389",-1.18,0.26776012674405,"Match","Ungrammatical","Experiment 2"
"6390",-1.17,0.275766599798805,"Match","Ungrammatical","Experiment 2"
"6391",-1.16,0.284012712874076,"Match","Ungrammatical","Experiment 2"
"6392",-1.15,0.29250399217636,"Match","Ungrammatical","Experiment 2"
"6393",-1.14,0.301248387472391,"Match","Ungrammatical","Experiment 2"
"6394",-1.13,0.31025317870386,"Match","Ungrammatical","Experiment 2"
"6395",-1.12,0.31952449974635,"Match","Ungrammatical","Experiment 2"
"6396",-1.11,0.32907093158593,"Match","Ungrammatical","Experiment 2"
"6397",-1.1,0.338899089369042,"Match","Ungrammatical","Experiment 2"
"6398",-1.09,0.349016020195457,"Match","Ungrammatical","Experiment 2"
"6399",-1.08,0.359430199492837,"Match","Ungrammatical","Experiment 2"
"6400",-1.07,0.370147505338903,"Match","Ungrammatical","Experiment 2"
"6401",-1.06,0.381175455663235,"Match","Ungrammatical","Experiment 2"
"6402",-1.05,0.392521440326101,"Match","Ungrammatical","Experiment 2"
"6403",-1.04,0.404190556307641,"Match","Ungrammatical","Experiment 2"
"6404",-1.03,0.416189551916998,"Match","Ungrammatical","Experiment 2"
"6405",-1.02,0.428523438644954,"Match","Ungrammatical","Experiment 2"
"6406",-1.01,0.4411959302448,"Match","Ungrammatical","Experiment 2"
"6407",-1,0.45421071686872,"Match","Ungrammatical","Experiment 2"
"6408",-0.99,0.467568827079868,"Match","Ungrammatical","Experiment 2"
"6409",-0.98,0.481270484101211,"Match","Ungrammatical","Experiment 2"
"6410",-0.97,0.495312434939611,"Match","Ungrammatical","Experiment 2"
"6411",-0.96,0.509689753856037,"Match","Ungrammatical","Experiment 2"
"6412",-0.95,0.524393941819538,"Match","Ungrammatical","Experiment 2"
"6413",-0.94,0.539409191405382,"Match","Ungrammatical","Experiment 2"
"6414",-0.93,0.554720570618586,"Match","Ungrammatical","Experiment 2"
"6415",-0.92,0.570301286257392,"Match","Ungrammatical","Experiment 2"
"6416",-0.91,0.58611592323232,"Match","Ungrammatical","Experiment 2"
"6417",-0.9,0.602130784295896,"Match","Ungrammatical","Experiment 2"
"6418",-0.89,0.618286098811873,"Match","Ungrammatical","Experiment 2"
"6419",-0.88,0.6345223178262,"Match","Ungrammatical","Experiment 2"
"6420",-0.87,0.650771381487921,"Match","Ungrammatical","Experiment 2"
"6421",-0.86,0.666931975002612,"Match","Ungrammatical","Experiment 2"
"6422",-0.85,0.682925735254974,"Match","Ungrammatical","Experiment 2"
"6423",-0.84,0.698647532981222,"Match","Ungrammatical","Experiment 2"
"6424",-0.83,0.713990151341591,"Match","Ungrammatical","Experiment 2"
"6425",-0.82,0.728886715430553,"Match","Ungrammatical","Experiment 2"
"6426",-0.81,0.743260597751134,"Match","Ungrammatical","Experiment 2"
"6427",-0.8,0.75707676172936,"Match","Ungrammatical","Experiment 2"
"6428",-0.79,0.770312211542977,"Match","Ungrammatical","Experiment 2"
"6429",-0.78,0.782948143918513,"Match","Ungrammatical","Experiment 2"
"6430",-0.77,0.794971206591029,"Match","Ungrammatical","Experiment 2"
"6431",-0.76,0.806367796868078,"Match","Ungrammatical","Experiment 2"
"6432",-0.75,0.817121938595687,"Match","Ungrammatical","Experiment 2"
"6433",-0.74,0.827223012850891,"Match","Ungrammatical","Experiment 2"
"6434",-0.73,0.836657966629915,"Match","Ungrammatical","Experiment 2"
"6435",-0.72,0.845415155338853,"Match","Ungrammatical","Experiment 2"
"6436",-0.71,0.85348734491137,"Match","Ungrammatical","Experiment 2"
"6437",-0.7,0.860866213780717,"Match","Ungrammatical","Experiment 2"
"6438",-0.69,0.867548366457744,"Match","Ungrammatical","Experiment 2"
"6439",-0.68,0.873532767964886,"Match","Ungrammatical","Experiment 2"
"6440",-0.67,0.878823243065364,"Match","Ungrammatical","Experiment 2"
"6441",-0.66,0.883429255660144,"Match","Ungrammatical","Experiment 2"
"6442",-0.65,0.887363574780513,"Match","Ungrammatical","Experiment 2"
"6443",-0.64,0.890653484077855,"Match","Ungrammatical","Experiment 2"
"6444",-0.63,0.893326483494029,"Match","Ungrammatical","Experiment 2"
"6445",-0.62,0.895423882793499,"Match","Ungrammatical","Experiment 2"
"6446",-0.61,0.897007455176983,"Match","Ungrammatical","Experiment 2"
"6447",-0.6,0.898128712200758,"Match","Ungrammatical","Experiment 2"
"6448",-0.59,0.898870850487491,"Match","Ungrammatical","Experiment 2"
"6449",-0.58,0.899320904238628,"Match","Ungrammatical","Experiment 2"
"6450",-0.57,0.899550013200072,"Match","Ungrammatical","Experiment 2"
"6451",-0.56,0.899654557306224,"Match","Ungrammatical","Experiment 2"
"6452",-0.55,0.899687820186211,"Match","Ungrammatical","Experiment 2"
"6453",-0.54,0.899695287415537,"Match","Ungrammatical","Experiment 2"
"6454",-0.53,0.899696381635249,"Match","Ungrammatical","Experiment 2"
"6455",-0.52,0.899696306712295,"Match","Ungrammatical","Experiment 2"
"6456",-0.51,0.899696283758473,"Match","Ungrammatical","Experiment 2"
"6457",-0.5,0.899696282790582,"Match","Ungrammatical","Experiment 2"
"6458",-0.49,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6459",-0.48,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6460",-0.47,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6461",-0.46,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6462",-0.45,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6463",-0.44,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6464",-0.43,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6465",-0.42,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6466",-0.41,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6467",-0.4,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6468",-0.39,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6469",-0.38,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6470",-0.37,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6471",-0.36,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6472",-0.35,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6473",-0.34,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6474",-0.33,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6475",-0.32,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6476",-0.31,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6477",-0.3,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6478",-0.29,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6479",-0.28,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6480",-0.27,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6481",-0.26,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6482",-0.25,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6483",-0.24,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6484",-0.23,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6485",-0.22,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6486",-0.21,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6487",-0.2,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6488",-0.19,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6489",-0.18,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6490",-0.17,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6491",-0.16,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6492",-0.15,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6493",-0.14,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6494",-0.13,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6495",-0.12,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6496",-0.11,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6497",-0.1,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6498",-0.09,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6499",-0.08,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6500",-0.07,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6501",-0.06,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6502",-0.05,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6503",-0.04,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6504",-0.03,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6505",-0.02,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6506",-0.01,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6507",0,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6508",0.01,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6509",0.02,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6510",0.03,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6511",0.04,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6512",0.05,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6513",0.06,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6514",0.07,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6515",0.08,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6516",0.09,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6517",0.1,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6518",0.11,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6519",0.12,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6520",0.13,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6521",0.14,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6522",0.15,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6523",0.16,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6524",0.17,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6525",0.18,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6526",0.19,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6527",0.2,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6528",0.21,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6529",0.22,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6530",0.23,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6531",0.24,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6532",0.25,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6533",0.26,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6534",0.27,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6535",0.28,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6536",0.29,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6537",0.3,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6538",0.31,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6539",0.32,0.899696282735895,"Match","Ungrammatical","Experiment 2"
"6540",0.33,0.899696282735895,"Match","Ungrammatical","Experiment 2"
