"","V1","V2","Attractor","Grammaticality","Experiment"
"3723",2.19,0.987932688575204,"Mismatch","Ungrammatical","Experiment 1"
"3724",2.2,0.988191803562242,"Mismatch","Ungrammatical","Experiment 1"
"3725",2.21,0.988445366673374,"Mismatch","Ungrammatical","Experiment 1"
"3726",2.22,0.988693473639564,"Mismatch","Ungrammatical","Experiment 1"
"3727",2.23,0.988936252517593,"Mismatch","Ungrammatical","Experiment 1"
"3728",2.24,0.989173827068593,"Mismatch","Ungrammatical","Experiment 1"
"3729",2.25,0.989406287499001,"Mismatch","Ungrammatical","Experiment 1"
"3730",2.26,0.989633762822954,"Mismatch","Ungrammatical","Experiment 1"
"3731",2.27,0.989856354021383,"Mismatch","Ungrammatical","Experiment 1"
"3732",2.28,0.990074157188191,"Mismatch","Ungrammatical","Experiment 1"
"3733",2.29,0.990287293871154,"Mismatch","Ungrammatical","Experiment 1"
"3734",2.3,0.990495845947264,"Mismatch","Ungrammatical","Experiment 1"
"3735",2.31,0.990699918303685,"Mismatch","Ungrammatical","Experiment 1"
"3736",2.32,0.990899617386157,"Mismatch","Ungrammatical","Experiment 1"
"3737",2.33,0.991095017988574,"Mismatch","Ungrammatical","Experiment 1"
"3738",2.34,0.991286227193763,"Mismatch","Ungrammatical","Experiment 1"
"3739",2.35,0.991473333213136,"Mismatch","Ungrammatical","Experiment 1"
"3740",2.36,0.99165641367529,"Mismatch","Ungrammatical","Experiment 1"
"3741",2.37,0.991835571404378,"Mismatch","Ungrammatical","Experiment 1"
"3742",2.38,0.992010876919262,"Mismatch","Ungrammatical","Experiment 1"
"3743",2.39,0.992182415829538,"Mismatch","Ungrammatical","Experiment 1"
"3744",2.4,0.992350279429331,"Mismatch","Ungrammatical","Experiment 1"
"3745",2.41,0.992514530194683,"Mismatch","Ungrammatical","Experiment 1"
"3746",2.42,0.992675256765832,"Mismatch","Ungrammatical","Experiment 1"
"3747",2.43,0.992832535890297,"Mismatch","Ungrammatical","Experiment 1"
"3748",2.44,0.992986430614995,"Mismatch","Ungrammatical","Experiment 1"
"3749",2.45,0.9931370275058,"Mismatch","Ungrammatical","Experiment 1"
"3750",2.46,0.993284387691507,"Mismatch","Ungrammatical","Experiment 1"
"3751",2.47,0.993428580776561,"Mismatch","Ungrammatical","Experiment 1"
"3752",2.48,0.993569684846933,"Mismatch","Ungrammatical","Experiment 1"
"3753",2.49,0.993707752482742,"Mismatch","Ungrammatical","Experiment 1"
"3754",2.5,0.993842856846515,"Mismatch","Ungrammatical","Experiment 1"
"3755",2.51,0.993975064464726,"Mismatch","Ungrammatical","Experiment 1"
"3756",2.52,0.994104426845029,"Mismatch","Ungrammatical","Experiment 1"
"3757",2.53,0.994231016512463,"Mismatch","Ungrammatical","Experiment 1"
"3758",2.54,0.994354886765925,"Mismatch","Ungrammatical","Experiment 1"
"3759",2.55,0.99447609395362,"Mismatch","Ungrammatical","Experiment 1"
"3760",2.56,0.994594704688813,"Mismatch","Ungrammatical","Experiment 1"
"3761",2.57,0.994710763554664,"Mismatch","Ungrammatical","Experiment 1"
"3762",2.58,0.99482433075248,"Mismatch","Ungrammatical","Experiment 1"
"3763",2.59,0.994935463751078,"Mismatch","Ungrammatical","Experiment 1"
"3764",2.6,0.995044204902639,"Mismatch","Ungrammatical","Experiment 1"
"3765",2.61,0.995150614672119,"Mismatch","Ungrammatical","Experiment 1"
"3766",2.62,0.995254739762792,"Mismatch","Ungrammatical","Experiment 1"
"3767",2.63,0.995356625582224,"Mismatch","Ungrammatical","Experiment 1"
"3768",2.64,0.995456328808833,"Mismatch","Ungrammatical","Experiment 1"
"3769",2.65,0.995553887520878,"Mismatch","Ungrammatical","Experiment 1"
"3770",2.66,0.995649351090799,"Mismatch","Ungrammatical","Experiment 1"
"3771",2.67,0.995742769004005,"Mismatch","Ungrammatical","Experiment 1"
"3772",2.68,0.995834176325184,"Mismatch","Ungrammatical","Experiment 1"
"3773",2.69,0.995923623292643,"Mismatch","Ungrammatical","Experiment 1"
"3774",2.7,0.9960111507622,"Mismatch","Ungrammatical","Experiment 1"
"3775",2.71,0.996096795381836,"Mismatch","Ungrammatical","Experiment 1"
"3776",2.72,0.99618060517314,"Mismatch","Ungrammatical","Experiment 1"
"3777",2.73,0.996262612884855,"Mismatch","Ungrammatical","Experiment 1"
"3778",2.74,0.99634285886393,"Mismatch","Ungrammatical","Experiment 1"
"3779",2.75,0.996421385593205,"Mismatch","Ungrammatical","Experiment 1"
"3780",2.76,0.996498222314042,"Mismatch","Ungrammatical","Experiment 1"
"3781",2.77,0.99657341065149,"Mismatch","Ungrammatical","Experiment 1"
"3782",2.78,0.996646986194867,"Mismatch","Ungrammatical","Experiment 1"
"3783",2.79,0.996718978672334,"Mismatch","Ungrammatical","Experiment 1"
"3784",2.8,0.996789428570221,"Mismatch","Ungrammatical","Experiment 1"
"3785",2.81,0.99685836423666,"Mismatch","Ungrammatical","Experiment 1"
"3786",2.82,0.996925818515124,"Mismatch","Ungrammatical","Experiment 1"
"3787",2.83,0.996991827773007,"Mismatch","Ungrammatical","Experiment 1"
"3788",2.84,0.997056416576603,"Mismatch","Ungrammatical","Experiment 1"
"3789",2.85,0.997119619313707,"Mismatch","Ungrammatical","Experiment 1"
"3790",2.86,0.997181466866477,"Mismatch","Ungrammatical","Experiment 1"
"3791",2.87,0.997241983487319,"Mismatch","Ungrammatical","Experiment 1"
"3792",2.88,0.997301203142202,"Mismatch","Ungrammatical","Experiment 1"
"3793",2.89,0.997359150515726,"Mismatch","Ungrammatical","Experiment 1"
"3794",2.9,0.997415852229684,"Mismatch","Ungrammatical","Experiment 1"
"3795",2.91,0.997471339331941,"Mismatch","Ungrammatical","Experiment 1"
"3796",2.92,0.997525632615084,"Mismatch","Ungrammatical","Experiment 1"
"3797",2.93,0.997578760400373,"Mismatch","Ungrammatical","Experiment 1"
"3798",2.94,0.997630749390377,"Mismatch","Ungrammatical","Experiment 1"
"3799",2.95,0.997681619494582,"Mismatch","Ungrammatical","Experiment 1"
"3800",2.96,0.997731399067581,"Mismatch","Ungrammatical","Experiment 1"
"3801",2.97,0.997780109718173,"Mismatch","Ungrammatical","Experiment 1"
"3802",2.98,0.997827772923571,"Mismatch","Ungrammatical","Experiment 1"
"3803",2.99,0.997874415121276,"Mismatch","Ungrammatical","Experiment 1"
"3804",3,0.997920054038727,"Mismatch","Ungrammatical","Experiment 1"
"3805",3.01,0.99796471292436,"Mismatch","Ungrammatical","Experiment 1"
"3806",3.02,0.998008414790895,"Mismatch","Ungrammatical","Experiment 1"
"3807",3.03,0.998051176093288,"Mismatch","Ungrammatical","Experiment 1"
"3808",3.04,0.998093020407944,"Mismatch","Ungrammatical","Experiment 1"
"3809",3.05,0.998133966660605,"Mismatch","Ungrammatical","Experiment 1"
"3810",3.06,0.998174032165627,"Mismatch","Ungrammatical","Experiment 1"
"3811",3.07,0.998213239351969,"Mismatch","Ungrammatical","Experiment 1"
"3812",3.08,0.998251603440086,"Mismatch","Ungrammatical","Experiment 1"
"3813",3.09,0.99828914344706,"Mismatch","Ungrammatical","Experiment 1"
"3814",3.1,0.998325879144662,"Mismatch","Ungrammatical","Experiment 1"
"3815",3.11,0.998361824229955,"Mismatch","Ungrammatical","Experiment 1"
"3816",3.12,0.998396998251953,"Mismatch","Ungrammatical","Experiment 1"
"3817",3.13,0.998431417714461,"Mismatch","Ungrammatical","Experiment 1"
"3818",3.14,0.998465096643951,"Mismatch","Ungrammatical","Experiment 1"
"3819",3.15,0.998498053974227,"Mismatch","Ungrammatical","Experiment 1"
"3820",3.16,0.998530302859677,"Mismatch","Ungrammatical","Experiment 1"
"3821",3.17,0.998561858796933,"Mismatch","Ungrammatical","Experiment 1"
"3822",3.18,0.998592738724039,"Mismatch","Ungrammatical","Experiment 1"
"3823",3.19,0.998622954126577,"Mismatch","Ungrammatical","Experiment 1"
"3824",3.2,0.998652521167219,"Mismatch","Ungrammatical","Experiment 1"
"3825",3.21,0.99868145418085,"Mismatch","Ungrammatical","Experiment 1"
"3826",3.22,0.998709764593279,"Mismatch","Ungrammatical","Experiment 1"
"3827",3.23,0.998737468309246,"Mismatch","Ungrammatical","Experiment 1"
"3828",3.24,0.998764576766649,"Mismatch","Ungrammatical","Experiment 1"
"3829",3.25,0.998791102540879,"Mismatch","Ungrammatical","Experiment 1"
"3830",3.26,0.99881706010247,"Mismatch","Ungrammatical","Experiment 1"
"3831",3.27,0.998842459154414,"Mismatch","Ungrammatical","Experiment 1"
"3832",3.28,0.998867313018934,"Mismatch","Ungrammatical","Experiment 1"
"3833",3.29,0.998891634101885,"Mismatch","Ungrammatical","Experiment 1"
"3834",3.3,0.998915431767677,"Mismatch","Ungrammatical","Experiment 1"
"3835",3.31,0.998938719310581,"Mismatch","Ungrammatical","Experiment 1"
"3836",3.32,0.998961506730438,"Mismatch","Ungrammatical","Experiment 1"
"3837",3.33,0.998983804185291,"Mismatch","Ungrammatical","Experiment 1"
"3838",3.34,0.999005624005093,"Mismatch","Ungrammatical","Experiment 1"
"3839",3.35,0.999026974447306,"Mismatch","Ungrammatical","Experiment 1"
"3840",3.36,0.999047866457405,"Mismatch","Ungrammatical","Experiment 1"
"3841",3.37,0.999068310735797,"Mismatch","Ungrammatical","Experiment 1"
"3842",3.38,0.999088315008461,"Mismatch","Ungrammatical","Experiment 1"
"3843",3.39,0.999107890338263,"Mismatch","Ungrammatical","Experiment 1"
"3844",3.4,0.999127045490219,"Mismatch","Ungrammatical","Experiment 1"
"3845",3.41,0.999145788647546,"Mismatch","Ungrammatical","Experiment 1"
"3846",3.42,0.999164130283043,"Mismatch","Ungrammatical","Experiment 1"
"3847",3.43,0.99918207747401,"Mismatch","Ungrammatical","Experiment 1"
"3848",3.44,0.999199639182117,"Mismatch","Ungrammatical","Experiment 1"
"3849",3.45,0.999216824607905,"Mismatch","Ungrammatical","Experiment 1"
"3850",3.46,0.999233640170612,"Mismatch","Ungrammatical","Experiment 1"
"3851",3.47,0.999250095049952,"Mismatch","Ungrammatical","Experiment 1"
"3852",3.48,0.999266196897511,"Mismatch","Ungrammatical","Experiment 1"
"3853",3.49,0.999281952333928,"Mismatch","Ungrammatical","Experiment 1"
"3854",3.5,0.999297370211205,"Mismatch","Ungrammatical","Experiment 1"
"3855",3.51,0.999312456635968,"Mismatch","Ungrammatical","Experiment 1"
"3856",3.52,0.999327218918261,"Mismatch","Ungrammatical","Experiment 1"
"3857",3.53,0.999341664945733,"Mismatch","Ungrammatical","Experiment 1"
"3858",3.54,0.999355800091026,"Mismatch","Ungrammatical","Experiment 1"
"3859",3.55,0.99936963194946,"Mismatch","Ungrammatical","Experiment 1"
"3860",3.56,0.999383167173569,"Mismatch","Ungrammatical","Experiment 1"
"3861",3.57,0.999396411148553,"Mismatch","Ungrammatical","Experiment 1"
"3862",3.58,0.999409371319628,"Mismatch","Ungrammatical","Experiment 1"
"3863",3.59,0.999422052988666,"Mismatch","Ungrammatical","Experiment 1"
"3864",3.6,0.999434462094255,"Mismatch","Ungrammatical","Experiment 1"
"3865",3.61,0.999446605379654,"Mismatch","Ungrammatical","Experiment 1"
"3866",3.62,0.99945848737507,"Mismatch","Ungrammatical","Experiment 1"
"3867",3.63,0.999470114345997,"Mismatch","Ungrammatical","Experiment 1"
"3868",3.64,0.999481492054942,"Mismatch","Ungrammatical","Experiment 1"
"3869",3.65,0.999492624908409,"Mismatch","Ungrammatical","Experiment 1"
"3870",3.66,0.999503519137549,"Mismatch","Ungrammatical","Experiment 1"
"3871",3.67,0.999514179371462,"Mismatch","Ungrammatical","Experiment 1"
"3872",3.68,0.999524610413034,"Mismatch","Ungrammatical","Experiment 1"
"3873",3.69,0.99953481801183,"Mismatch","Ungrammatical","Experiment 1"
"3874",3.7,0.999544806016004,"Mismatch","Ungrammatical","Experiment 1"
"3875",3.71,0.999554579577623,"Mismatch","Ungrammatical","Experiment 1"
"3876",3.72,0.999564143671167,"Mismatch","Ungrammatical","Experiment 1"
"3877",3.73,0.999573501925857,"Mismatch","Ungrammatical","Experiment 1"
"3878",3.74,0.999582659531884,"Mismatch","Ungrammatical","Experiment 1"
"3879",3.75,0.999591620547401,"Mismatch","Ungrammatical","Experiment 1"
"3880",3.76,0.999600388841227,"Mismatch","Ungrammatical","Experiment 1"
"3881",3.77,0.999608969301883,"Mismatch","Ungrammatical","Experiment 1"
"3882",3.78,0.999617365221679,"Mismatch","Ungrammatical","Experiment 1"
"3883",3.79,0.999625580822734,"Mismatch","Ungrammatical","Experiment 1"
"3884",3.8,0.999633620385604,"Mismatch","Ungrammatical","Experiment 1"
"3885",3.81,0.999641486920169,"Mismatch","Ungrammatical","Experiment 1"
"3886",3.82,0.999649184736202,"Mismatch","Ungrammatical","Experiment 1"
"3887",3.83,0.999656717380251,"Mismatch","Ungrammatical","Experiment 1"
"3888",3.84,0.999664087978432,"Mismatch","Ungrammatical","Experiment 1"
"3889",3.85,0.99967130066795,"Mismatch","Ungrammatical","Experiment 1"
"3890",3.86,0.999678358284829,"Mismatch","Ungrammatical","Experiment 1"
"3891",3.87,0.999685264276447,"Mismatch","Ungrammatical","Experiment 1"
"3892",3.88,0.999692022315241,"Mismatch","Ungrammatical","Experiment 1"
"3893",3.89,0.999698634915616,"Mismatch","Ungrammatical","Experiment 1"
"3894",3.9,0.999705105646145,"Mismatch","Ungrammatical","Experiment 1"
"3895",3.91,0.999711437593401,"Mismatch","Ungrammatical","Experiment 1"
"3896",3.92,0.999717633296526,"Mismatch","Ungrammatical","Experiment 1"
"3897",3.93,0.99972369623961,"Mismatch","Ungrammatical","Experiment 1"
"3898",3.94,0.999729628881164,"Mismatch","Ungrammatical","Experiment 1"
"3899",3.95,0.999735434024811,"Mismatch","Ungrammatical","Experiment 1"
"3900",3.96,0.999741114812366,"Mismatch","Ungrammatical","Experiment 1"
"3901",3.97,0.999746673359948,"Mismatch","Ungrammatical","Experiment 1"
"3902",3.98,0.99975211261364,"Mismatch","Ungrammatical","Experiment 1"
"3903",3.99,0.999757435249526,"Mismatch","Ungrammatical","Experiment 1"
"3904",4,0.999762643342012,"Mismatch","Ungrammatical","Experiment 1"
"3905",4.01,0.999767739810744,"Mismatch","Ungrammatical","Experiment 1"
"3906",4.02,0.999772726799316,"Mismatch","Ungrammatical","Experiment 1"
"3907",4.03,0.999777606577874,"Mismatch","Ungrammatical","Experiment 1"
"3908",4.04,0.999782381827047,"Mismatch","Ungrammatical","Experiment 1"
"3909",4.05,0.999787054340999,"Mismatch","Ungrammatical","Experiment 1"
"3910",4.06,0.99979162654429,"Mismatch","Ungrammatical","Experiment 1"
"3911",4.07,0.999796100749013,"Mismatch","Ungrammatical","Experiment 1"
"3912",4.08,0.999800478660742,"Mismatch","Ungrammatical","Experiment 1"
"3913",4.09,0.999804762714046,"Mismatch","Ungrammatical","Experiment 1"
"3914",4.1,0.999808954787268,"Mismatch","Ungrammatical","Experiment 1"
"3915",4.11,0.999813056710031,"Mismatch","Ungrammatical","Experiment 1"
"3916",4.12,0.999817070763463,"Mismatch","Ungrammatical","Experiment 1"
"3917",4.13,0.999820998479809,"Mismatch","Ungrammatical","Experiment 1"
"3918",4.14,0.999824841847766,"Mismatch","Ungrammatical","Experiment 1"
"3919",4.15,0.999828602858477,"Mismatch","Ungrammatical","Experiment 1"
"3920",4.16,0.999832282923899,"Mismatch","Ungrammatical","Experiment 1"
"3921",4.17,0.999835884067048,"Mismatch","Ungrammatical","Experiment 1"
"3922",4.18,0.999839407931323,"Mismatch","Ungrammatical","Experiment 1"
"3923",4.19,0.999842855993306,"Mismatch","Ungrammatical","Experiment 1"
"3924",4.2,0.999846230186002,"Mismatch","Ungrammatical","Experiment 1"
"3925",4.21,0.999849531827056,"Mismatch","Ungrammatical","Experiment 1"
"3926",4.22,0.999852762541814,"Mismatch","Ungrammatical","Experiment 1"
"3927",4.23,0.99985592403982,"Mismatch","Ungrammatical","Experiment 1"
"3928",4.24,0.999859017498393,"Mismatch","Ungrammatical","Experiment 1"
"3929",4.25,0.999862044593863,"Mismatch","Ungrammatical","Experiment 1"
"3930",4.26,0.99986500675795,"Mismatch","Ungrammatical","Experiment 1"
"3931",4.27,0.999867905188325,"Mismatch","Ungrammatical","Experiment 1"
"3932",4.28,0.999870741514891,"Mismatch","Ungrammatical","Experiment 1"
"3933",4.29,0.999873516878106,"Mismatch","Ungrammatical","Experiment 1"
"3934",4.3,0.999876232601192,"Mismatch","Ungrammatical","Experiment 1"
"3935",4.31,0.999878890147723,"Mismatch","Ungrammatical","Experiment 1"
"3936",4.32,0.999881490506646,"Mismatch","Ungrammatical","Experiment 1"
"3937",4.33,0.99988403506295,"Mismatch","Ungrammatical","Experiment 1"
"3938",4.34,0.999886525059112,"Mismatch","Ungrammatical","Experiment 1"
"3939",4.35,0.999888961472088,"Mismatch","Ungrammatical","Experiment 1"
"3940",4.36,0.999891345669452,"Mismatch","Ungrammatical","Experiment 1"
"3941",4.37,0.99989367864417,"Mismatch","Ungrammatical","Experiment 1"
"3942",4.38,0.999895961468918,"Mismatch","Ungrammatical","Experiment 1"
"3943",4.39,0.99989819539328,"Mismatch","Ungrammatical","Experiment 1"
"3944",4.4,0.999900381254163,"Mismatch","Ungrammatical","Experiment 1"
"3945",4.41,0.999902520192315,"Mismatch","Ungrammatical","Experiment 1"
"3946",4.42,0.999904613282148,"Mismatch","Ungrammatical","Experiment 1"
"3947",4.43,0.999906661325568,"Mismatch","Ungrammatical","Experiment 1"
"3948",4.44,0.999908665464352,"Mismatch","Ungrammatical","Experiment 1"
"3949",4.45,0.999910626567653,"Mismatch","Ungrammatical","Experiment 1"
"3950",4.46,0.999912545500956,"Mismatch","Ungrammatical","Experiment 1"
"3951",4.47,0.99991442332836,"Mismatch","Ungrammatical","Experiment 1"
"3952",4.48,0.999916260763294,"Mismatch","Ungrammatical","Experiment 1"
"3953",4.49,0.999918058742253,"Mismatch","Ungrammatical","Experiment 1"
"3954",4.5,0.999919818191254,"Mismatch","Ungrammatical","Experiment 1"
"3955",4.51,0.999921539772966,"Mismatch","Ungrammatical","Experiment 1"
"3956",4.52,0.999923224436826,"Mismatch","Ungrammatical","Experiment 1"
"3957",4.53,0.999924872944138,"Mismatch","Ungrammatical","Experiment 1"
"3958",4.54,0.999926485992578,"Mismatch","Ungrammatical","Experiment 1"
"3959",4.55,0.999928064485001,"Mismatch","Ungrammatical","Experiment 1"
"3960",4.56,0.999929609033857,"Mismatch","Ungrammatical","Experiment 1"
"3961",4.57,0.999931120405258,"Mismatch","Ungrammatical","Experiment 1"
"3962",4.58,0.999932599394863,"Mismatch","Ungrammatical","Experiment 1"
"3963",4.59,0.999934046554189,"Mismatch","Ungrammatical","Experiment 1"
"3964",4.6,0.999935462670541,"Mismatch","Ungrammatical","Experiment 1"
"3965",4.61,0.99993684840786,"Mismatch","Ungrammatical","Experiment 1"
"3966",4.62,0.999938204331276,"Mismatch","Ungrammatical","Experiment 1"
"3967",4.63,0.999939531203034,"Mismatch","Ungrammatical","Experiment 1"
"3968",4.64,0.999940829552378,"Mismatch","Ungrammatical","Experiment 1"
"3969",4.65,0.999942100003652,"Mismatch","Ungrammatical","Experiment 1"
"3970",4.66,0.999943343238522,"Mismatch","Ungrammatical","Experiment 1"
"3971",4.67,0.999944559719389,"Mismatch","Ungrammatical","Experiment 1"
"3972",4.68,0.999945750097219,"Mismatch","Ungrammatical","Experiment 1"
"3973",4.69,0.999946914948748,"Mismatch","Ungrammatical","Experiment 1"
"3974",4.7,0.999948054734267,"Mismatch","Ungrammatical","Experiment 1"
"3975",4.71,0.999949170094147,"Mismatch","Ungrammatical","Experiment 1"
"3976",4.72,0.999950261488514,"Mismatch","Ungrammatical","Experiment 1"
"3977",4.73,0.999951329424067,"Mismatch","Ungrammatical","Experiment 1"
"3978",4.74,0.999952374483203,"Mismatch","Ungrammatical","Experiment 1"
"3979",4.75,0.999953397056495,"Mismatch","Ungrammatical","Experiment 1"
"3980",4.76,0.999954397680544,"Mismatch","Ungrammatical","Experiment 1"
"3981",4.77,0.999955376854515,"Mismatch","Ungrammatical","Experiment 1"
"3982",4.78,0.999956334955604,"Mismatch","Ungrammatical","Experiment 1"
"3983",4.79,0.999957272519134,"Mismatch","Ungrammatical","Experiment 1"
"3984",4.8,0.999958189947336,"Mismatch","Ungrammatical","Experiment 1"
"3985",4.81,0.99995908764955,"Mismatch","Ungrammatical","Experiment 1"
"3986",4.82,0.999959966122052,"Mismatch","Ungrammatical","Experiment 1"
"3987",4.83,0.999960825697173,"Mismatch","Ungrammatical","Experiment 1"
"3988",4.84,0.999961666815817,"Mismatch","Ungrammatical","Experiment 1"
"3989",4.85,0.999962489908558,"Mismatch","Ungrammatical","Experiment 1"
"3990",4.86,0.999963295286548,"Mismatch","Ungrammatical","Experiment 1"
"3991",4.87,0.999964083395294,"Mismatch","Ungrammatical","Experiment 1"
"3992",4.88,0.999964854587371,"Mismatch","Ungrammatical","Experiment 1"
"3993",4.89,0.999965609192529,"Mismatch","Ungrammatical","Experiment 1"
"3994",4.9,0.999966347632331,"Mismatch","Ungrammatical","Experiment 1"
"3995",4.91,0.999967070191572,"Mismatch","Ungrammatical","Experiment 1"
"3996",4.92,0.999967777231271,"Mismatch","Ungrammatical","Experiment 1"
"3997",4.93,0.999968469121672,"Mismatch","Ungrammatical","Experiment 1"
"3998",4.94,0.999969146121264,"Mismatch","Ungrammatical","Experiment 1"
"3999",4.95,0.999969808599737,"Mismatch","Ungrammatical","Experiment 1"
"4000",4.96,0.999970456864909,"Mismatch","Ungrammatical","Experiment 1"
"4001",4.97,0.999971091183534,"Mismatch","Ungrammatical","Experiment 1"
"4002",4.98,0.999971711911974,"Mismatch","Ungrammatical","Experiment 1"
"4003",4.99,0.999972319295926,"Mismatch","Ungrammatical","Experiment 1"
"4004",5,0.999972913629899,"Mismatch","Ungrammatical","Experiment 1"
"4005",-5,6.2474553586e-10,"Match","Grammatical","Experiment 2"
"4006",-4.99,6.5172492709e-10,"Match","Grammatical","Experiment 2"
"4007",-4.98,6.7986925347e-10,"Match","Grammatical","Experiment 2"
"4008",-4.97,7.0922531117e-10,"Match","Grammatical","Experiment 2"
"4009",-4.96,7.3985457666e-10,"Match","Grammatical","Experiment 2"
"4010",-4.95,7.7180275446e-10,"Match","Grammatical","Experiment 2"
"4011",-4.94,8.0512911459e-10,"Match","Grammatical","Experiment 2"
"4012",-4.93,8.399007868e-10,"Match","Grammatical","Experiment 2"
"4013",-4.92,8.761676192e-10,"Match","Grammatical","Experiment 2"
"4014",-4.91,9.1400206261e-10,"Match","Grammatical","Experiment 2"
"4015",-4.9,9.534749544e-10,"Match","Grammatical","Experiment 2"
"4016",-4.89,9.9464503379e-10,"Match","Grammatical","Experiment 2"
"4017",-4.88,1.03759831548e-09,"Match","Grammatical","Experiment 2"
"4018",-4.87,1.08240641607e-09,"Match","Grammatical","Experiment 2"
"4019",-4.86,1.12914360436e-09,"Match","Grammatical","Experiment 2"
"4020",-4.85,1.17790781018e-09,"Match","Grammatical","Experiment 2"
"4021",-4.84,1.22877193454e-09,"Match","Grammatical","Experiment 2"
"4022",-4.83,1.28183013438e-09,"Match","Grammatical","Experiment 2"
"4023",-4.82,1.33718942593e-09,"Match","Grammatical","Experiment 2"
"4024",-4.81,1.39492917638e-09,"Match","Grammatical","Experiment 2"
"4025",-4.8,1.45516456969e-09,"Match","Grammatical","Experiment 2"
"4026",-4.79,1.51800863464e-09,"Match","Grammatical","Experiment 2"
"4027",-4.78,1.58355472211e-09,"Match","Grammatical","Experiment 2"
"4028",-4.77,1.65193967398e-09,"Match","Grammatical","Experiment 2"
"4029",-4.76,1.72327788521e-09,"Match","Grammatical","Experiment 2"
"4030",-4.75,1.79768722237e-09,"Match","Grammatical","Experiment 2"
"4031",-4.74,1.87532368156e-09,"Match","Grammatical","Experiment 2"
"4032",-4.73,1.95630354812e-09,"Match","Grammatical","Experiment 2"
"4033",-4.72,2.04077639767e-09,"Match","Grammatical","Experiment 2"
"4034",-4.71,2.12891282894e-09,"Match","Grammatical","Experiment 2"
"4035",-4.7,2.22083921453e-09,"Match","Grammatical","Experiment 2"
"4036",-4.69,2.3167386735e-09,"Match","Grammatical","Experiment 2"
"4037",-4.68,2.41679155125e-09,"Match","Grammatical","Experiment 2"
"4038",-4.67,2.52114621115e-09,"Match","Grammatical","Experiment 2"
"4039",-4.66,2.63002034983e-09,"Match","Grammatical","Experiment 2"
"4040",-4.65,2.74359669805e-09,"Match","Grammatical","Experiment 2"
"4041",-4.64,2.86206230812e-09,"Match","Grammatical","Experiment 2"
"4042",-4.63,2.9856656678e-09,"Match","Grammatical","Experiment 2"
"4043",-4.62,3.11459227261e-09,"Match","Grammatical","Experiment 2"
"4044",-4.61,3.24907973019e-09,"Match","Grammatical","Experiment 2"
"4045",-4.6,3.38939999328e-09,"Match","Grammatical","Experiment 2"
"4046",-4.59,3.53575428816e-09,"Match","Grammatical","Experiment 2"
"4047",-4.58,3.68843373196e-09,"Match","Grammatical","Experiment 2"
"4048",-4.57,3.84772607155e-09,"Match","Grammatical","Experiment 2"
"4049",-4.56,4.01386711202e-09,"Match","Grammatical","Experiment 2"
"4050",-4.55,4.18720316878e-09,"Match","Grammatical","Experiment 2"
"4051",-4.54,4.36802613478e-09,"Match","Grammatical","Experiment 2"
"4052",-4.53,4.55663285368e-09,"Match","Grammatical","Experiment 2"
"4053",-4.52,4.75341913643e-09,"Match","Grammatical","Experiment 2"
"4054",-4.51,4.95868089246e-09,"Match","Grammatical","Experiment 2"
"4055",-4.5,5.17279556441e-09,"Match","Grammatical","Experiment 2"
"4056",-4.49,5.39619666586e-09,"Match","Grammatical","Experiment 2"
"4057",-4.48,5.62920462909e-09,"Match","Grammatical","Experiment 2"
"4058",-4.47,5.87228225546e-09,"Match","Grammatical","Experiment 2"
"4059",-4.46,6.1258886433e-09,"Match","Grammatical","Experiment 2"
"4060",-4.45,6.39039859116e-09,"Match","Grammatical","Experiment 2"
"4061",-4.44,6.66636301437e-09,"Match","Grammatical","Experiment 2"
"4062",-4.43,6.9542481677e-09,"Match","Grammatical","Experiment 2"
"4063",-4.42,7.2545251411e-09,"Match","Grammatical","Experiment 2"
"4064",-4.41,7.56782439434e-09,"Match","Grammatical","Experiment 2"
"4065",-4.4,7.89461799145e-09,"Match","Grammatical","Experiment 2"
"4066",-4.39,8.2355054923e-09,"Match","Grammatical","Experiment 2"
"4067",-4.38,8.59117793756e-09,"Match","Grammatical","Experiment 2"
"4068",-4.37,8.96214560607e-09,"Match","Grammatical","Experiment 2"
"4069",-4.36,9.34914422041e-09,"Match","Grammatical","Experiment 2"
"4070",-4.35,9.7529062517e-09,"Match","Grammatical","Experiment 2"
"4071",-4.34,1.017402744571e-08,"Match","Grammatical","Experiment 2"
"4072",-4.33,1.061338418022e-08,"Match","Grammatical","Experiment 2"
"4073",-4.32,1.107172120223e-08,"Match","Grammatical","Experiment 2"
"4074",-4.31,1.154978615328e-08,"Match","Grammatical","Experiment 2"
"4075",-4.3,1.204858321725e-08,"Match","Grammatical","Experiment 2"
"4076",-4.29,1.256886550635e-08,"Match","Grammatical","Experiment 2"
"4077",-4.28,1.311158538917e-08,"Match","Grammatical","Experiment 2"
"4078",-4.27,1.367784439536e-08,"Match","Grammatical","Experiment 2"
"4079",-4.26,1.426845516562e-08,"Match","Grammatical","Experiment 2"
"4080",-4.25,1.488458726979e-08,"Match","Grammatical","Experiment 2"
"4081",-4.24,1.552740930543e-08,"Match","Grammatical","Experiment 2"
"4082",-4.23,1.61978682562e-08,"Match","Grammatical","Experiment 2"
"4083",-4.22,1.689735821379e-08,"Match","Grammatical","Experiment 2"
"4084",-4.21,1.762706872107e-08,"Match","Grammatical","Experiment 2"
